feature,importance_MEAN,importance_VAR
EXT_SOURCE_3,707.2,1491.2000000000003
NEW_CREDIT_TO_ANNUITY_RATIO,648.4,17477.799999999996
EXT_SOURCE_2,641.8,1686.6999999999996
EXT_SOURCE_1,561.8,4071.6999999999994
DAYS_BIRTH,454.8,3800.2000000000003
AMT_ANNUITY,371.8,1042.1999999999998
NEW_CREDIT_TO_GOODS_RATIO,241.2,1035.6999999999998
DAYS_ID_PUBLISH,220.2,744.6999999999998
DAYS_EMPLOYED,214.8,848.7000000000003
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,212.2,372.2
PREV_DAYS_TERMINATION_MAX,210.2,1436.1999999999998
REGION_POPULATION_RELATIVE,208.6,1301.3000000000002
DAYS_REGISTRATION,194.8,2923.2000000000003
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,186.8,507.70000000000016
AMT_GOODS_PRICE,177.6,619.3
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,175.6,1649.8
AMT_CREDIT,171.2,1251.7
PREV_CNT_PAYMENT_MEAN,170.6,649.8
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,162.8,1703.7000000000003
OWN_CAR_AGE,159.0,242.5
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,151.4,695.8
CODE_GENDER_M,147.4,18.299999999999997
CLOSED_DAYS_CREDIT_UPDATE_MAX,147.0,728.5
ACTIVE_AMT_CREDIT_SUM_SUM,145.8,122.20000000000003
DAYS_LAST_PHONE_CHANGE,140.4,1185.8000000000002
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,131.2,557.7
ACTIVE_DAYS_CREDIT_MAX,129.4,358.30000000000007
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,129.2,823.1999999999999
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,128.2,427.70000000000005
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,128.0,635.0
NEW_AGE_DAYS_REGISTRATION,124.2,1489.7000000000003
CLOSED_DAYS_CREDIT_MAX,123.6,692.8
POS_MONTHS_BALANCE_MEAN,122.4,701.8000000000001
PREV_AMT_ANNUITY_MEAN,119.0,1508.0
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MAX,118.0,287.5
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,117.8,469.7
ACTIVE_AMT_CREDIT_SUM_MAX,116.6,346.79999999999995
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,116.0,223.49999999999994
AMT_INCOME_TOTAL,111.8,1693.7
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,111.2,33.69999999999999
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,110.6,997.3
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,109.0,562.0
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,104.6,1588.3
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,103.8,1647.7
BURO_AMT_CREDIT_SUM_MIN,103.4,1032.3000000000002
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,100.2,954.7
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,100.2,359.7
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,99.8,171.7
ACTIVE_AMT_CREDIT_SUM_MIN,99.4,758.3000000000001
APPROVED_AMT_ANNUITY_MEAN,99.0,367.5
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,97.4,224.3
NAME_FAMILY_STATUS_Married,97.2,79.7
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,96.2,747.7
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MAX,95.4,782.3000000000001
POS_NAME_CONTRACT_STATUS_Active_MEAN,94.0,808.0
ACTIVE_AMT_CREDIT_SUM_MEAN,93.8,1727.7
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,92.8,133.7
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,92.8,32.19999999999999
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,90.6,630.3
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_MEAN_MEAN,89.4,714.8000000000001
NEW_NUM_DOCS,89.4,20.299999999999986
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,89.4,188.79999999999998
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,87.8,168.70000000000002
CLOSED_AMT_CREDIT_SUM_MEAN,87.6,573.8
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,86.8,746.7
PREV_POS_PREV_CNT_INSTALMENT_FUTURE_MAX_MAX,86.2,315.20000000000005
PREV_DAYS_DECISION_MAX,85.6,527.3
CLOSED_AMT_CREDIT_SUM_SUM,85.4,435.8
PREV_DAYS_TERMINATION_MEAN,85.4,164.30000000000004
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,85.2,392.19999999999993
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,85.0,183.5
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MAX,84.8,739.7
BURO_AMT_CREDIT_SUM_MAX,84.2,1083.7
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,84.2,33.2
REGION_RATING_CLIENT_W_CITY,84.0,227.5
NEW_INC_PER_CHLD,83.0,147.5
APPROVED_DAYS_DECISION_MAX,82.8,1272.7
ACTIVE_AMT_CREDIT_SUM_DEBT_MIN,82.0,431.0
PREV_DAYS_DECISION_MEAN,82.0,240.5
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,81.2,221.20000000000002
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,80.8,299.2
BURO_AMT_CREDIT_SUM_MEAN,79.8,324.7
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MIN,79.4,294.30000000000007
PREV_HOUR_APPR_PROCESS_START_MEAN,78.8,1051.6999999999998
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,78.6,393.79999999999995
APPROVED_AMT_CREDIT_MAX,78.6,83.79999999999998
PREV_NEW_DAYS_LAST_DUE_DIFF_MIN,78.6,271.3
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MAX,78.0,495.0
PREV_DAYS_DECISION_MIN,77.8,1055.2
BURO_DAYS_CREDIT_MAX,77.8,249.70000000000005
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,77.6,102.29999999999998
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,76.4,758.8000000000001
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MEAN,76.2,629.7000000000002
NEW_DEF/OBS_30,76.0,351.5
APPROVED_DAYS_DECISION_MEAN,75.8,220.2
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,75.8,439.69999999999993
PREV_NAME_YIELD_GROUP_high_MEAN,75.6,164.80000000000004
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MAX,75.0,884.5
BURO_DAYS_CREDIT_MEAN,74.2,714.7
CLOSED_DAYS_CREDIT_VAR,73.6,551.3
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,73.0,18.499999999999996
HOUR_APPR_PROCESS_START,73.0,365.5
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MAX,72.6,366.79999999999995
BURO_DAYS_CREDIT_VAR,72.6,970.8
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,72.4,503.30000000000007
FLAG_WORK_PHONE,72.2,30.700000000000017
APPROVED_AMT_DOWN_PAYMENT_MAX,71.6,211.29999999999998
APPROVED_SELLERPLACE_AREA_MAX,71.0,236.0
BURO_AMT_CREDIT_SUM_SUM,70.8,519.7
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,70.8,201.7
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,70.4,408.3
CCCNT_DRAWINGS_CURRENT_VAR,69.2,64.70000000000002
APPROVED_DAYS_DECISION_MIN,68.2,270.7
CLOSED_AMT_CREDIT_SUM_MAX,68.2,689.2
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_DIFF_SUM,67.8,124.7
ACTIVE_DAYS_CREDIT_SIZE,67.8,97.69999999999997
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MAX,67.4,89.80000000000001
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MAX,67.0,241.0
PREV_POS_PREV_MONTHS_BALANCE_MIN_MAX,67.0,777.5
BURO_CREDIT_TYPE_Consumer credit_MEAN,66.8,143.7
CCCNT_DRAWINGS_ATM_CURRENT_MEAN,66.4,150.80000000000004
