feature,importance_MEAN,importance_STD,importance_RAT
EXT_SOURCE_3,839.2,21.087911228948215,0.025128588213713315
EXT_SOURCE_2,827.4,35.82317685521484,0.04329608031812284
NEW_CREDIT_TO_ANNUITY_RATIO,811.2,101.23339369990516,0.12479461748015921
EXT_SOURCE_1,787.4,59.86902371009569,0.07603381217944588
DAYS_BIRTH,572.4,52.78541465215556,0.09221770554185109
AMT_ANNUITY,458.0,28.08914381037627,0.061330008319598846
NEW_CREDIT_TO_GOODS_RATIO,373.2,25.713809519400264,0.06890088295659236
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,305.8,13.989281611290837,0.04574650625013354
DAYS_ID_PUBLISH,286.0,27.064737205448715,0.09463194827079971
DAYS_EMPLOYED,284.6,19.047309521294604,0.06692659705303795
REGION_POPULATION_RELATIVE,264.4,32.20714206507618,0.12181218632782216
PREV_DAYS_TERMINATION_MAX,260.0,31.48015247739439,0.12107750952843997
DAYS_REGISTRATION,258.2,48.42726504769808,0.18755718453794765
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,234.8,33.29714702493293,0.14181067727824928
AMT_GOODS_PRICE,234.6,21.22027332528966,0.09045299797651177
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,234.4,7.266360849833981,0.030999832977107424
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,233.6,24.602845363900492,0.10532039967423157
PREV_CNT_PAYMENT_MEAN,219.8,12.872451204024822,0.05856438218391638
AMT_CREDIT,218.4,23.88095475478315,0.10934503092849428
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,211.0,34.713109915419565,0.1645171086038842
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,208.8,21.405606742159872,0.10251727366934804
OWN_CAR_AGE,196.2,12.43784547258889,0.0633937078113603
CODE_GENDER_M,193.0,5.787918451395115,0.029989214774067956
DAYS_LAST_PHONE_CHANGE,186.8,32.782617345172426,0.17549581019899585
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,185.8,22.083930809527548,0.11885861576710197
CLOSED_DAYS_CREDIT_UPDATE_MAX,184.4,22.578751072634642,0.1224444201335935
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,183.0,33.61547262794322,0.18369110725652033
ACTIVE_AMT_CREDIT_SUM_SUM,174.2,10.3053384223906,0.059158085088350174
POS_MONTHS_BALANCE_MEAN,166.4,16.272676485446397,0.09779252695580767
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,165.2,9.654014708917732,0.05843834569562792
ACTIVE_DAYS_CREDIT_MAX,163.8,22.196846622887676,0.1355118841446134
NEW_AGE_DAYS_REGISTRATION,162.0,30.708305065568176,0.18955743867634678
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,156.0,12.549900398011133,0.08044807947443033
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,155.4,21.77842969545784,0.14014433523460643
CLOSED_DAYS_CREDIT_MAX,155.2,35.34402354005554,0.2277321104385022
PREV_AMT_ANNUITY_MEAN,155.0,33.414068893207244,0.2155746380206919
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,155.0,30.797727188868986,0.1986950141217354
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,154.8,21.253235047869772,0.1372948000508383
AMT_INCOME_TOTAL,153.2,35.47111500925788,0.23153469327191828
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,152.4,15.582040944625962,0.10224436315371366
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MAX,147.0,14.577379737113251,0.09916584855179082
ACTIVE_AMT_CREDIT_SUM_MIN,145.4,20.923670806051216,0.1439042008669272
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,145.2,21.28849454517627,0.14661497620644814
ACTIVE_AMT_CREDIT_SUM_MAX,143.4,21.778429695457845,0.15187189466846474
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,143.2,19.17550520846843,0.1339071592770142
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,141.8,14.549914089093447,0.10260870302604687
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,141.8,24.590648629102898,0.173417832363208
BURO_AMT_CREDIT_SUM_MIN,138.4,33.746110887034085,0.2438302809756798
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,137.8,8.25832912882503,0.059929819512518356
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,137.6,18.968394766031206,0.1378517061484826
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,136.6,26.61390613946025,0.19483093806339863
CLOSED_AMT_CREDIT_SUM_MEAN,131.6,31.22178726466504,0.23724762359167964
PREV_DAYS_DECISION_MAX,129.6,18.676188047886004,0.14410638925837968
ACTIVE_AMT_CREDIT_SUM_MEAN,129.0,33.65263734092768,0.26087315768160996
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MAX,128.8,19.070920271449936,0.14806615117585353
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,127.6,25.095816384409574,0.19667567699380545
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,126.8,15.449919093639293,0.1218447878047263
POS_NAME_CONTRACT_STATUS_Active_MEAN,124.6,16.80178561939177,0.1348457914878954
