feature,importance
EXT_SOURCE_2,1309.2
EXT_SOURCE_1,1274.4
EXT_SOURCE_3,1162.8
NEW_CREDIT_TO_ANNUITY_RATIO,1043.6
DAYS_BIRTH,853.6
AMT_ANNUITY,777.6
NEW_CREDIT_TO_GOODS_RATIO,727.6
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,529.0
DAYS_EMPLOYED,499.0
DAYS_ID_PUBLISH,459.8
AMT_GOODS_PRICE,427.6
PREV_DAYS_TERMINATION_MAX,403.0
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,395.2
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,368.0
DAYS_REGISTRATION,361.4
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,347.2
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,329.8
REGION_POPULATION_RELATIVE,327.8
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,318.4
DAYS_LAST_PHONE_CHANGE,318.0
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,318.0
OWN_CAR_AGE,314.2
CODE_GENDER_M,299.2
NEW_AGE_DAYS_REGISTRATION,290.8
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,284.4
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,280.2
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,279.4
PREV_CNT_PAYMENT_MEAN,278.0
CLOSED_DAYS_CREDIT_UPDATE_MAX,272.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,260.6
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,259.0
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,247.6
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,242.8
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,241.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,233.8
CLOSED_DAYS_CREDIT_MAX,233.8
ACTIVE_AMT_CREDIT_SUM_SUM,231.4
ACTIVE_DAYS_CREDIT_MAX,225.2
PREV_DAYS_DECISION_MEAN,220.8
POS_MONTHS_BALANCE_MEAN,219.2
APPROVED_AMT_ANNUITY_MEAN,215.6
PREV_DAYS_DECISION_MAX,214.4
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,212.4
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,212.4
ACTIVE_AMT_CREDIT_SUM_MIN,212.2
PREV_HOUR_APPR_PROCESS_START_MEAN,207.6
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,205.8
BURO_AMT_CREDIT_SUM_MIN,202.2
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,199.2
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,194.8
POS_NAME_CONTRACT_STATUS_Active_MEAN,194.8
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MAX,194.2
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,193.4
APPROVED_DAYS_DECISION_MAX,193.2
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MAX,193.0
CLOSED_AMT_CREDIT_SUM_MEAN,192.6
APPROVED_AMT_DOWN_PAYMENT_MAX,192.4
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,191.6
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MEAN,189.8
PREV_NAME_YIELD_GROUP_high_MEAN,189.6
PREV_DAYS_TERMINATION_MEAN,188.8
PREV_AMT_ANNUITY_MEAN,188.6
NEW_INC_PER_CHLD,187.2
AMT_INCOME_TOTAL,187.2
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,185.8
CCCNT_DRAWINGS_ATM_CURRENT_MEAN,183.2
BURO_AMT_CREDIT_SUM_MEAN,182.4
BURO_DAYS_CREDIT_MAX,181.8
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,181.2
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,180.6
ACTIVE_AMT_CREDIT_SUM_MAX,179.6
BURO_DAYS_CREDIT_MEAN,179.6
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,178.8
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,178.6
CLOSED_AMT_CREDIT_SUM_SUM,178.6
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,175.2
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MAX,174.6
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MAX,174.4
BURO_DAYS_CREDIT_VAR,173.8
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,172.0
BURO_AMT_CREDIT_SUM_SUM,169.6
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,169.2
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,169.2
BURO_AMT_CREDIT_SUM_MAX,167.0
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_MEAN_MEAN,166.4
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,166.2
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,166.0
CLOSED_DAYS_CREDIT_VAR,164.8
POS_NAME_CONTRACT_STATUS_Completed_MEAN,163.4
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MIN,163.2
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,161.0
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MIN_MEAN,160.8
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,158.2
CLOSED_AMT_CREDIT_SUM_MAX,158.2
PREV_AMT_DOWN_PAYMENT_MEAN,157.4
ACTIVE_AMT_CREDIT_SUM_MEAN,156.6
APPROVED_HOUR_APPR_PROCESS_START_MEAN,154.2
ACTIVE_AMT_CREDIT_SUM_DEBT_MIN,153.0
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MEAN_MEAN,151.6
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,150.2
PREV_SELLERPLACE_AREA_MEAN,149.6
CLOSED_AMT_CREDIT_SUM_MIN,149.6
APPROVED_DAYS_DECISION_MEAN,149.2
APPROVED_AMT_ANNUITY_MAX,148.2
APPROVED_AMT_CREDIT_MAX,148.0
PREV_RATE_DOWN_PAYMENT_MEAN,146.8
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,145.8
TOTALAREA_MODE,143.6
PREV_NEW_APP_CREDIT_PERC_MEAN,143.0
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,142.2
PREV_NEW_DAYS_LAST_DUE_DIFF_MIN,142.0
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MAX,142.0
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,141.6
PREV_AMT_DOWN_PAYMENT_MAX,141.4
CCCNT_DRAWINGS_CURRENT_VAR,141.4
APPROVED_SELLERPLACE_AREA_MEAN,140.6
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,139.4
APPROVED_SELLERPLACE_AREA_MAX,139.2
NEW_DEF/OBS_30,138.8
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,138.4
PREV_DAYS_DECISION_MIN,136.6
PREV_NEW_CREDIT_SELLERPLACE_RATE_MEAN,132.2
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,131.6
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MAX,131.4
APPROVED_DAYS_DECISION_MIN,131.4
PREV_POS_PREV_MONTHS_BALANCE_MAX_MAX,130.8
ACTIVE_DAYS_CREDIT_VAR,130.8
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MAX,130.8
HOUR_APPR_PROCESS_START,130.4
NAME_FAMILY_STATUS_Married,130.2
PREV_DAYS_TERMINATION_MIN,127.6
BURO_DAYS_CREDIT_UPDATE_MAX,127.6
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,127.6
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,127.4
ACTIVE_DAYS_CREDIT_UPDATE_MAX,127.0
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_VAR_MEAN,126.6
ACTIVE_DAYS_CREDIT_UPDATE_MIN,126.6
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,126.4
PREV_NAME_CLIENT_TYPE_New_MEAN,126.2
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MEAN,125.6
BURO_DAYS_CREDIT_ENDDATE_MEAN,125.0
BURO_AMT_CREDIT_SUM_DEBT_MEAN,124.8
PREV_AMT_APPLICATION_MEAN,124.4
PREV_NAME_YIELD_GROUP_middle_MEAN,124.2
BURO_CREDIT_TYPE_Consumer credit_MEAN,123.6
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,122.6
PREV_POS_PREV_MONTHS_BALANCE_MIN_MAX,122.2
PREV_POS_PREV_CNT_INSTALMENT_FUTURE_MAX_MAX,121.6
LANDAREA_AVG,121.6
BURO_DAYS_CREDIT_UPDATE_MEAN,121.4
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,121.4
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,121.0
PREV_AMT_CREDIT_MEAN,120.8
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,119.6
PREV_CODE_REJECT_REASON_XAP_MEAN,119.6
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MAX,119.0
PREV_SELLERPLACE_AREA_MAX,118.6
APPROVED_NEW_APP_CREDIT_PERC_MEAN,118.0
REGION_RATING_CLIENT_W_CITY,117.6
ACTIVE_DAYS_CREDIT_MEAN,117.6
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,116.6
PREV_INSTAL_PREV_AMT_INSTALMENT_MEAN_MEAN,116.4
PREV_AMT_ANNUITY_MAX,116.4
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,116.2
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,116.0
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,114.6
BURO_DAYS_CREDIT_MIN,114.2
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_RATIO_MEAN,113.6
APPROVED_AMT_DOWN_PAYMENT_MEAN,113.6
APPROVED_CNT_PAYMENT_MEAN,113.2
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,113.0
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_DIFF_MEAN,112.8
PREV_NEW_APP_CREDIT_PERC_MAX,112.2
NAME_EDUCATION_TYPE_Higher education,111.6
BASEMENTAREA_AVG,110.6
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MIN_MIN,110.2
CLOSED_DAYS_CREDIT_UPDATE_MIN,109.2
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MAX,107.6
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_VAR_MEAN,107.0
PREV_RATE_DOWN_PAYMENT_MAX,106.2
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,106.2
APPROVED_RATE_DOWN_PAYMENT_MEAN,105.8
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,105.4
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,103.8
APPROVED_RATE_DOWN_PAYMENT_MAX,103.8
CCNEW_AMT_BALANCE_CREDIT_LIMIT_ACTUAL_RATIO_MEAN,103.6
BURO_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_MEAN,103.4
PREV_INSTAL_PREV_AMT_INSTALMENT_MEAN_MAX,103.2
APPROVED_AMT_APPLICATION_MAX,102.8
FLAG_WORK_PHONE,100.6
PREV_CHANNEL_TYPE_Country-wide_MEAN,100.4
APPROVED_NEW_APP_CREDIT_PERC_MAX,99.8
CLOSED_DAYS_CREDIT_UPDATE_MEAN,99.8
BURO_CREDIT_TYPE_Credit card_MEAN,99.6
NEW_NUM_DOCS,98.6
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,98.6
CLOSED_DAYS_CREDIT_MEAN,98.4
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_DIFF_SUM,98.2
PREV_NEW_CREDIT_SELLERPLACE_RATE_MIN,98.2
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,98.0
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,97.6
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,96.8
CCCNT_DRAWINGS_ATM_CURRENT_VAR,96.6
PREV_AMT_CREDIT_MAX,96.6
PREV_AMT_GOODS_PRICE_MEAN,96.4
PREV_NAME_YIELD_GROUP_low_normal_MEAN,95.8
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,95.4
NAME_INCOME_TYPE_Working,94.6
BURO_DAYS_CREDIT_UPDATE_MIN,94.4
CLOSED_DAYS_CREDIT_MIN,93.6
APPROVED_AMT_APPLICATION_MEAN,93.6
APPROVED_AMT_CREDIT_MEAN,93.4
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MEAN,93.2
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,92.6
ACTIVE_DAYS_CREDIT_MIN,91.2
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MAX,91.2
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_MAX,90.8
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_VAR,90.4
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_DIFF_MAX,89.6
PREV_NAME_YIELD_GROUP_XNA_MEAN,89.2
BURO_AMT_CREDIT_SUM_DEBT_MAX,89.2
PREV_CC_PREV_NEW_AMT_BALANCE_CREDIT_LIMIT_ACTUAL_DIFF_MAX_MAX,88.2
CCCNT_DRAWINGS_CURRENT_MEAN,88.0
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,87.6
BURO_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_MAX,87.6
APPROVED_HOUR_APPR_PROCESS_START_MAX,87.0
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,86.6
APPROVED_AMT_GOODS_PRICE_MEAN,86.6
BURO_CREDIT_TYPE_Microloan_MEAN,86.4
CLOSED_AMT_CREDIT_MAX_OVERDUE_MAX,86.2
PREV_NAME_YIELD_GROUP_low_action_MEAN,85.8
BURO_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_VAR,85.6
FLAG_DOCUMENT_3,85.2
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MAX,84.6
PREV_HOUR_APPR_PROCESS_START_MAX,84.6
ACTIVE_DAYS_CREDIT_SIZE,84.2
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,84.0
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,83.4
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,83.2
APARTMENTS_MEDI,82.8
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,81.6
APARTMENTS_AVG,81.6
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_ENDDATE_FACT_DIFF_VAR,81.4
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MIN,81.0
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,81.0
APPROVED_AMT_GOODS_PRICE_MAX,80.6
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,80.2
APPROVED_SELLERPLACE_AREA_MIN,79.0
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MEAN,79.0
NAME_EDUCATION_TYPE_Secondary / secondary special,78.8
LIVINGAREA_AVG,78.6
PREV_POS_PREV_SK_DPD_DEF_MAX_MEAN,78.2
PREV_CODE_REJECT_REASON_HC_MEAN,77.4
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_ENDDATE_FACT_DIFF_VAR,77.4
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MIN_MAX,77.2
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_MEAN,77.0
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,74.6
BURO_AMT_CREDIT_SUM_DEBT_SUM,74.6
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_RATIO_MIN,74.0
PREV_POS_PREV_MONTHS_BALANCE_MAX_MEAN,74.0
BURO_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_MIN,73.8
BURO_AMT_CREDIT_SUM_LIMIT_VAR,73.6
LIVINGAREA_MEDI,73.2
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_VAR,72.6
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_VAR,71.6
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MEAN_MIN,71.6
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,71.6
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,71.2
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,71.2
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MIN,70.2
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,70.2
PREV_NAME_TYPE_SUITE_Family_MEAN,70.2
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,69.8
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MIN,69.8
PREV_CC_PREV_NEW_AMT_BALANCE_CREDIT_LIMIT_ACTUAL_DIFF_MAX_MIN,69.0
NEW_DEF/OBS_60,68.6
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,68.6
BURO_CREDIT_TYPE_Mortgage_MEAN,68.2
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_ENDDATE_FACT_DIFF_MEAN,68.2
