feature,importance
PREV_DAYS_DECISION_MEAN,586.8
PREV_CNT_PAYMENT_MEAN,555.0
PREV_DAYS_TERMINATION_MAX,506.8
APPROVED_AMT_ANNUITY_MEAN,505.2
APPROVED_DAYS_DECISION_MAX,449.8
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,443.6
PREV_NAME_YIELD_GROUP_high_MEAN,435.2
PREV_DAYS_TERMINATION_MEAN,419.2
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,395.6
APPROVED_DAYS_DECISION_MEAN,344.8
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,344.4
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,343.8
PREV_NAME_CLIENT_TYPE_New_MEAN,323.4
PREV_AMT_ANNUITY_MEAN,319.2
PREV_DAYS_DECISION_MAX,315.0
APPROVED_HOUR_APPR_PROCESS_START_MAX,310.6
PREV_NEW_DAYS_LAST_DUE_DIFF_MIN,303.8
PREV_NEW_DAYS_FIRST_DUE_DIFF_MIN,295.8
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,271.8
PREV_NEW_DAYS_FIRST_DUE_DIFF_MEAN,259.6
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MIN,245.4
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,236.6
APPROVED_AMT_APPLICATION_MAX,233.2
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,229.6
APPROVED_CNT_PAYMENT_MEAN,227.0
APPROVED_AMT_CREDIT_MAX,219.2
PREV_NAME_YIELD_GROUP_low_action_MEAN,218.0
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,212.0
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,205.6
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,203.4
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MAX,200.8
APPROVED_SELLERPLACE_AREA_MAX,195.8
APPROVED_AMT_DOWN_PAYMENT_MAX,190.0
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,189.0
PREV_NAME_YIELD_GROUP_low_normal_MEAN,188.0
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,184.0
PREV_NEW_CREDIT_SELLERPLACE_RATE_MIN,183.6
PREV_AMT_DOWN_PAYMENT_MEAN,178.6
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,177.0
PREV_AMT_DOWN_PAYMENT_MAX,169.4
PREV_AMT_APPLICATION_MEAN,168.0
PREV_HOUR_APPR_PROCESS_START_MAX,167.0
PREV_RATE_DOWN_PAYMENT_MEAN,166.6
PREV_NEW_APP_CREDIT_PERC_MEAN,164.4
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,164.2
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,163.6
APPROVED_NEW_APP_CREDIT_PERC_MEAN,161.6
APPROVED_NEW_APP_CREDIT_PERC_MAX,161.4
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,156.4
PREV_SELLERPLACE_AREA_MAX,149.0
PREV_CODE_REJECT_REASON_XAP_MEAN,143.2
PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN,143.2
PREV_NEW_APP_CREDIT_PERC_MAX,140.4
PREV_NAME_YIELD_GROUP_middle_MEAN,136.0
APPROVED_AMT_APPLICATION_MEAN,132.4
APPROVED_AMT_DOWN_PAYMENT_MEAN,130.0
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,128.6
APPROVED_RATE_DOWN_PAYMENT_MEAN,127.4
PREV_AMT_CREDIT_MAX,127.0
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,122.6
APPROVED_AMT_GOODS_PRICE_MEAN,122.2
PREV_AMT_GOODS_PRICE_MEAN,121.6
PREV_AMT_APPLICATION_MAX,117.8
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,116.0
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,113.4
PREV_CHANNEL_TYPE_Stone_MEAN,111.8
PREV_CODE_REJECT_REASON_HC_MEAN,108.4
PREV_NAME_YIELD_GROUP_XNA_MEAN,107.0
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,106.8
PREV_NAME_TYPE_SUITE_Family_MEAN,106.6
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,106.0
PREV_CODE_REJECT_REASON_SCOFR_MEAN,104.4
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,104.2
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,104.0
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,103.0
PREV_CHANNEL_TYPE_Contact center_MEAN,102.4
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,102.2
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,98.2
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,96.6
PREV_NAME_TYPE_SUITE_Children_MEAN,96.6
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,95.8
PREV_CHANNEL_TYPE_Country-wide_MEAN,95.6
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,94.8
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,94.6
PREV_NAME_PORTFOLIO_Cash_MEAN,92.8
PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,92.4
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,92.0
PREV_NEW_REFUSED_CNT,91.6
PREV_NEW_APPROVED_CNT,88.0
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,87.2
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,86.0
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,85.2
"PREV_NAME_TYPE_SUITE_Spouse, partner_MEAN",84.4
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,82.6
PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,77.6
PREV_NEW_APPROVED_RATIO,77.0
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,73.0
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,71.8
PREV_NAME_GOODS_CATEGORY_Consumer Electronics_MEAN,70.2
PREV_NAME_GOODS_CATEGORY_Computers_MEAN,68.4
PREV_NAME_CONTRACT_TYPE_Cash loans_MEAN,66.6
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,64.6
PREV_PRODUCT_COMBINATION_Card Street_MEAN,61.0
PREV_PRODUCT_COMBINATION_Cash Street: middle_MEAN,60.8
PREV_NAME_TYPE_SUITE_Other_B_MEAN,58.6
PREV_NAME_SELLER_INDUSTRY_XNA_MEAN,58.2
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,57.6
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,57.4
PREV_PRODUCT_COMBINATION_POS mobile with interest_MEAN,56.0
PREV_PRODUCT_COMBINATION_Cash_MEAN,55.4
PREV_NAME_PORTFOLIO_XNA_MEAN,53.8
PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,49.8
PREV_PRODUCT_COMBINATION_Cash Street: high_MEAN,49.0
PREV_PRODUCT_COMBINATION_POS industry without interest_MEAN,46.2
PREV_NAME_TYPE_SUITE_Other_A_MEAN,45.6
PREV_CHANNEL_TYPE_Regional / Local_MEAN,45.4
PREV_NAME_PORTFOLIO_POS_MEAN,43.6
PREV_NEW_CNT,41.6
