feature,importance
PREV_DAYS_TERMINATION_MAX,486.0
PREV_CNT_PAYMENT_MEAN,462.2
PREV_DAYS_DECISION_MEAN,427.2
PREV_NAME_YIELD_GROUP_high_MEAN,421.4
APPROVED_DAYS_DECISION_MAX,419.8
APPROVED_AMT_ANNUITY_MEAN,399.2
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,399.0
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,396.2
PREV_HOUR_APPR_PROCESS_START_MEAN,376.8
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,323.2
PREV_DAYS_DECISION_MAX,321.6
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,319.2
PREV_NEW_DAYS_FIRST_DUE_DIFF_MIN,299.4
PREV_NEW_DAYS_LAST_DUE_DIFF_MIN,292.2
APPROVED_HOUR_APPR_PROCESS_START_MEAN,286.6
PREV_NAME_CLIENT_TYPE_New_MEAN,283.0
PREV_DAYS_TERMINATION_MIN,277.2
APPROVED_AMT_ANNUITY_MAX,275.6
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,269.4
PREV_DAYS_TERMINATION_MEAN,262.2
PREV_DAYS_DECISION_MIN,252.8
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,251.8
PREV_AMT_ANNUITY_MEAN,245.2
APPROVED_DAYS_DECISION_MEAN,240.2
PREV_NEW_DAYS_FIRST_DUE_DIFF_MEAN,235.8
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,231.8
PREV_NAME_YIELD_GROUP_low_action_MEAN,206.2
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,200.2
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,199.6
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,196.0
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MIN,186.6
APPROVED_AMT_DOWN_PAYMENT_MAX,186.0
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,183.0
PREV_AMT_DOWN_PAYMENT_MEAN,177.6
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,177.2
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,171.4
APPROVED_DAYS_DECISION_MIN,168.4
PREV_NAME_YIELD_GROUP_low_normal_MEAN,165.4
PREV_AMT_ANNUITY_MAX,162.4
APPROVED_NEW_APP_CREDIT_PERC_MEAN,162.2
PREV_RATE_DOWN_PAYMENT_MEAN,158.8
APPROVED_AMT_CREDIT_MAX,157.8
PREV_AMT_DOWN_PAYMENT_MAX,156.8
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,154.8
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MAX,153.6
PREV_NEW_APP_CREDIT_PERC_MEAN,153.4
APPROVED_HOUR_APPR_PROCESS_START_MAX,153.0
APPROVED_CNT_PAYMENT_MEAN,151.2
APPROVED_SELLERPLACE_AREA_MAX,150.0
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,149.8
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,149.4
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,147.8
PREV_NEW_CREDIT_SELLERPLACE_RATE_MIN,146.0
PREV_CODE_REJECT_REASON_XAP_MEAN,140.6
APPROVED_SELLERPLACE_AREA_MEAN,138.8
APPROVED_AMT_CREDIT_MEAN,137.4
PREV_NEW_CREDIT_SELLERPLACE_RATE_MEAN,137.4
PREV_AMT_CREDIT_MEAN,135.0
APPROVED_AMT_DOWN_PAYMENT_MEAN,134.8
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MEAN,133.4
PREV_SELLERPLACE_AREA_MEAN,132.8
PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN,127.0
PREV_AMT_APPLICATION_MEAN,124.2
PREV_NAME_YIELD_GROUP_middle_MEAN,123.6
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,123.2
APPROVED_NEW_APP_CREDIT_PERC_MAX,122.0
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,120.6
PREV_CODE_REJECT_REASON_HC_MEAN,118.0
PREV_NEW_APP_CREDIT_PERC_MAX,116.4
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,116.2
APPROVED_AMT_APPLICATION_MAX,111.2
PREV_SELLERPLACE_AREA_MAX,110.8
APPROVED_SELLERPLACE_AREA_MIN,109.2
PREV_HOUR_APPR_PROCESS_START_MAX,108.6
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,108.6
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,108.6
APPROVED_RATE_DOWN_PAYMENT_MEAN,108.4
APPROVED_AMT_APPLICATION_MEAN,107.0
PREV_AMT_CREDIT_MAX,106.4
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,105.8
PREV_CODE_REJECT_REASON_SCOFR_MEAN,105.4
PREV_AMT_GOODS_PRICE_MEAN,102.4
APPROVED_AMT_GOODS_PRICE_MEAN,102.2
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,101.8
PREV_NAME_YIELD_GROUP_XNA_MEAN,99.6
PREV_CHANNEL_TYPE_Stone_MEAN,99.2
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,98.6
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,98.6
PREV_NAME_TYPE_SUITE_Family_MEAN,98.4
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,97.8
APPROVED_AMT_GOODS_PRICE_MAX,96.8
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,96.4
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,95.8
PREV_NAME_TYPE_SUITE_Children_MEAN,95.8
PREV_NAME_PORTFOLIO_Cash_MEAN,94.6
PREV_CHANNEL_TYPE_Contact center_MEAN,93.8
PREV_CHANNEL_TYPE_Country-wide_MEAN,93.8
APPROVED_RATE_DOWN_PAYMENT_MAX,93.0
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,92.8
PREV_NEW_REFUSED_CNT,92.4
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,92.2
PREV_RATE_DOWN_PAYMENT_MAX,90.4
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,90.2
PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,87.8
PREV_AMT_APPLICATION_MAX,85.6
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,83.0
