feature,importance
PREV_CNT_PAYMENT_MEAN,504.8
PREV_DAYS_TERMINATION_MAX,463.4
PREV_DAYS_DECISION_MEAN,443.0
PREV_NAME_YIELD_GROUP_high_MEAN,420.8
APPROVED_DAYS_DECISION_MAX,399.6
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,392.2
APPROVED_AMT_ANNUITY_MEAN,389.8
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,375.2
PREV_HOUR_APPR_PROCESS_START_MEAN,360.8
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,318.0
PREV_DAYS_DECISION_MAX,302.0
PREV_NAME_CLIENT_TYPE_New_MEAN,300.8
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,297.0
PREV_NEW_DAYS_LAST_DUE_DIFF_MIN,288.6
PREV_DAYS_TERMINATION_MIN,284.8
APPROVED_HOUR_APPR_PROCESS_START_MEAN,275.8
PREV_NEW_DAYS_FIRST_DUE_DIFF_MIN,268.6
APPROVED_AMT_ANNUITY_MAX,264.6
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,257.0
PREV_DAYS_TERMINATION_MEAN,245.8
PREV_AMT_ANNUITY_MEAN,241.4
PREV_DAYS_DECISION_MIN,236.6
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,215.2
APPROVED_DAYS_DECISION_MEAN,210.2
PREV_NAME_YIELD_GROUP_low_action_MEAN,205.2
APPROVED_CNT_PAYMENT_MEAN,199.2
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,198.2
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,195.8
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,178.0
PREV_AMT_ANNUITY_MAX,173.6
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,173.6
APPROVED_AMT_DOWN_PAYMENT_MAX,170.8
APPROVED_AMT_CREDIT_MAX,166.6
APPROVED_DAYS_DECISION_MIN,165.0
PREV_AMT_DOWN_PAYMENT_MEAN,164.2
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,164.0
PREV_NAME_YIELD_GROUP_low_normal_MEAN,160.8
APPROVED_SELLERPLACE_AREA_MAX,160.2
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,159.2
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,154.2
PREV_NEW_DAYS_FIRST_DUE_DIFF_MAX,154.0
PREV_NEW_APP_CREDIT_PERC_MEAN,153.2
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,147.2
