feature,importance
PREV_CNT_PAYMENT_MEAN,616.6
PREV_DAYS_TERMINATION_MAX,527.2
APPROVED_AMT_ANNUITY_MEAN,457.8
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,443.2
PREV_NAME_YIELD_GROUP_high_MEAN,433.0
APPROVED_DAYS_DECISION_MAX,397.8
PREV_DAYS_DECISION_MEAN,391.4
PREV_HOUR_APPR_PROCESS_START_MEAN,376.6
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,344.8
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,317.8
PREV_DAYS_DECISION_MAX,316.8
PREV_DAYS_TERMINATION_MIN,309.8
APPROVED_HOUR_APPR_PROCESS_START_MEAN,307.0
PREV_NAME_CLIENT_TYPE_New_MEAN,300.6
PREV_DAYS_TERMINATION_MEAN,262.4
PREV_AMT_ANNUITY_MEAN,257.8
APPROVED_AMT_ANNUITY_MAX,256.6
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,256.4
PREV_NAME_YIELD_GROUP_low_action_MEAN,254.2
PREV_DAYS_DECISION_MIN,250.0
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,231.8
APPROVED_NEW_ID_DIFF_MEAN,230.6
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,230.4
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,227.2
APPROVED_NEW_ID_DIFF_MIN,223.4
APPROVED_DAYS_DECISION_MEAN,219.4
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,217.2
PREV_NEW_ID_DIFF_MEAN,208.0
PREV_NAME_YIELD_GROUP_low_normal_MEAN,200.6
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,200.6
APPROVED_AMT_CREDIT_MAX,195.6
APPROVED_AMT_DOWN_PAYMENT_MAX,193.0
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,183.8
PREV_NEW_APP_CREDIT_PERC_MEAN,179.0
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,179.0
APPROVED_DAYS_DECISION_MIN,178.8
APPROVED_CNT_PAYMENT_MEAN,172.2
APPROVED_SELLERPLACE_AREA_MAX,170.8
PREV_NEW_ID_DIFF_MIN,169.2
PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN,166.8
PREV_AMT_ANNUITY_MAX,165.8
PREV_AMT_DOWN_PAYMENT_MEAN,162.6
PREV_RATE_DOWN_PAYMENT_MEAN,161.6
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,160.6
PREV_NAME_YIELD_GROUP_XNA_MEAN,156.8
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,152.6
PREV_AMT_DOWN_PAYMENT_MAX,152.6
PREV_SELLERPLACE_AREA_MEAN,152.2
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,147.2
APPROVED_SELLERPLACE_AREA_MEAN,147.0
PREV_CODE_REJECT_REASON_XAP_MEAN,141.4
APPROVED_NEW_APP_CREDIT_PERC_MEAN,140.0
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,134.4
APPROVED_HOUR_APPR_PROCESS_START_MAX,133.4
PREV_AMT_APPLICATION_MEAN,133.2
PREV_NAME_PORTFOLIO_Cards_MEAN,132.4
APPROVED_AMT_APPLICATION_MAX,131.8
PREV_NAME_YIELD_GROUP_middle_MEAN,131.2
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,127.8
PREV_AMT_CREDIT_MEAN,126.8
APPROVED_NEW_APP_CREDIT_PERC_MAX,126.6
PREV_AMT_CREDIT_MAX,125.0
APPROVED_AMT_CREDIT_MEAN,122.8
APPROVED_SELLERPLACE_AREA_MIN,119.6
PREV_NEW_APP_CREDIT_PERC_MAX,119.4
PREV_HOUR_APPR_PROCESS_START_MAX,118.8
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,118.6
PREV_SELLERPLACE_AREA_MAX,118.4
APPROVED_AMT_APPLICATION_MEAN,116.2
APPROVED_RATE_DOWN_PAYMENT_MEAN,115.6
APPROVED_AMT_DOWN_PAYMENT_MEAN,114.2
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,110.6
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,109.2
PREV_NAME_PORTFOLIO_Cash_MEAN,107.8
PREV_AMT_GOODS_PRICE_MEAN,107.6
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,106.4
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,106.2
PREV_CHANNEL_TYPE_Stone_MEAN,104.6
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,103.2
PREV_RATE_DOWN_PAYMENT_MAX,102.0
PREV_NAME_CONTRACT_TYPE_Revolving loans_MEAN,101.2
PREV_CHANNEL_TYPE_Contact center_MEAN,100.8
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,99.6
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,98.6
PREV_CODE_REJECT_REASON_HC_MEAN,98.6
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,95.8
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,95.2
PREV_NAME_TYPE_SUITE_Children_MEAN,95.0
APPROVED_AMT_GOODS_PRICE_MAX,93.8
PREV_CODE_REJECT_REASON_SCOFR_MEAN,93.6
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,93.4
PREV_NEW_REFUSED_CNT,93.2
PREV_NAME_TYPE_SUITE_Family_MEAN,92.4
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,90.8
PREV_CHANNEL_TYPE_Country-wide_MEAN,90.6
APPROVED_RATE_DOWN_PAYMENT_MAX,89.2
APPROVED_AMT_GOODS_PRICE_MEAN,89.0
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,88.8
PREV_AMT_APPLICATION_MAX,88.6
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,88.4
