feature,importance_MEAN,importance_VAR
EXT_SOURCE_1,995.4,2383.799999999998
EXT_SOURCE_2,849.2,2280.7000000000003
NEW_CREDIT_TO_ANNUITY_RATIO,826.6,6662.799999999998
EXT_SOURCE_3,760.6,2504.8000000000015
DAYS_BIRTH,623.8,3074.7000000000003
AMT_ANNUITY,557.4,2461.3000000000006
NEW_CREDIT_TO_GOODS_RATIO,417.4,1544.2999999999997
DAYS_EMPLOYED,410.4,1181.3000000000002
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,382.0,911.5000000000003
DAYS_ID_PUBLISH,332.4,352.7999999999998
PREV_DAYS_TERMINATION_MAX,323.2,1542.7
OWN_CAR_AGE,274.4,473.2999999999996
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,260.0,910.5000000000003
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,257.2,1611.2000000000005
AMT_GOODS_PRICE,254.4,950.8000000000001
AMT_CREDIT,249.2,293.70000000000016
DAYS_LAST_PHONE_CHANGE,240.0,626.5
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,238.2,443.69999999999993
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,231.8,323.70000000000005
REGION_POPULATION_RELATIVE,231.0,1202.9999999999998
DAYS_REGISTRATION,228.0,860.5
CODE_GENDER_M,211.2,62.20000000000002
CLOSED_DAYS_CREDIT_UPDATE_MAX,208.0,502.49999999999983
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,203.0,265.0
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,200.6,794.7999999999997
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,194.6,392.3
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,188.6,422.30000000000007
NEW_AGE_DAYS_REGISTRATION,186.4,1572.3000000000002
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,171.8,1545.7000000000005
