feature,importance_MEAN,importance_STD,importance_RAT
EXT_SOURCE_3,823.6,38.7207954463748,0.04701407897811413
EXT_SOURCE_2,760.8,30.061603416983594,0.03951314855018875
EXT_SOURCE_1,749.6,55.338052007637565,0.07382344184583453
NEW_CREDIT_TO_ANNUITY_RATIO,738.8,91.87600339588134,0.12435842365441438
DAYS_BIRTH,409.0,39.41446435003272,0.09636788349641252
AMT_ANNUITY,397.0,34.44560929929967,0.08676475894030143
NEW_CREDIT_TO_GOODS_RATIO,352.4,38.68849958320948,0.10978575364134359
DAYS_ID_PUBLISH,239.2,45.866109492739845,0.1917479493843639
AMT_GOODS_PRICE,220.2,27.905196648653092,0.1267265969511948
PREV_DAYS_TERMINATION_MAX,210.2,36.31390918091854,0.17275884481883227
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,205.4,12.739701723352868,0.06202386428117267
CODE_GENDER_M,190.4,6.148170459575759,0.03229081123726764
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,187.6,44.90322928253602,0.23935623284933913
ACTIVE_DAYS_CREDIT_MAX,179.8,16.021860066796243,0.08910934408674218
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,179.0,38.903727327853815,0.21733925881482577
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,178.6,21.361179742701477,0.11960347000392765
PREV_INSTAL_PREV_AMT_PAYMENT_MIN_MEAN,178.4,25.30414985728626,0.1418394050296315
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,176.0,26.1725046566048,0.14870741282161817
ACTIVE_AMT_CREDIT_SUM_SUM,175.4,29.15990397789403,0.16624802723998874
AMT_CREDIT,174.4,28.45698508275253,0.16317078602495716
REGION_POPULATION_RELATIVE,173.0,37.32961290986018,0.2157781093055502
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_VAR,169.0,22.338307903688676,0.13217933670821702
NEW_BURO_DAYS_CREDIT_MIN_DAYS_BIRTH_DIFF,164.8,43.09524335701099,0.2615002630886589
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MIN,158.8,23.274449510138798,0.14656454351472795
CLOSED_DAYS_CREDIT_MAX,157.4,49.89288526433403,0.3169814819843331
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,156.8,13.29285522376589,0.08477586239646613
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,154.8,23.069460331789298,0.14902752152318666
DAYS_EMPLOYED,154.0,20.40833163195855,0.13252163397375682
DAYS_REGISTRATION,151.2,27.41714791877521,0.18133034337814294
NEW_AGE_DAYS_REGISTRATION,150.2,15.401298646542765,0.1025386061687268
PREV_CNT_PAYMENT_VAR,150.0,13.453624047073712,0.08969082698049141
NEW_AMT_ANNUITY_POPRAT,148.6,31.012900541548834,0.20870054200234747
PREV_HOUR_APPR_PROCESS_START_VAR,147.6,28.823601440486232,0.19528185257782002
PREV_INSTAL_PREV_AMT_PAYMENT_MIN_SUM,146.2,18.240065789355036,0.12476105191077316
NEW_AMT_INCOME_TOTAL_POPRAT,143.4,17.41551032843999,0.1214470734200836
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_SUM_VAR,142.2,21.95905280288747,0.15442371872635352
NEW_BURO_DAYS_CREDIT_MAX_DAYS_BIRTH_DIFF,142.0,38.34709897762802,0.2700499928001973
DAYS_LAST_PHONE_CHANGE,140.0,23.947860029656095,0.1710561430689721
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,138.2,15.738487856207785,0.11388196712161928
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_VAR_MIN,137.8,12.87245120402482,0.09341401454299578
PREV_HOUR_APPR_PROCESS_START_MEAN,136.6,38.86257840133616,0.2844991098194448
PREV_CNT_PAYMENT_MEAN,136.2,28.199290771223303,0.20704325089003894
Unnamed: 0,134.8,39.72656541912477,0.2947074585988484
CLOSED_AMT_CREDIT_SUM_MEAN,133.6,30.924100633648184,0.2314678191141331
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_SUM_VAR,133.2,27.517267306184312,0.20658609088726962
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_SUM_MAX,132.2,22.92814863873662,0.17343531496775053
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,130.4,13.722244714331545,0.10523193799334006
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,130.2,30.54013752424832,0.23456326823539417
ACTIVE_AMT_CREDIT_SUM_MAX,129.8,13.553597308463907,0.10441908558138602
PREV_DAYS_DECISION_MAX,128.8,30.1695210435963,0.2342354118291638
ACTIVE_AMT_CREDIT_SUM_MIN,128.4,26.43482551483932,0.20587870338659905
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MAX,128.2,18.539147768977948,0.14461113704350975
CLOSED_DAYS_CREDIT_UPDATE_MAX,128.0,21.621748310439653,0.1689199086753098
