feature,importance_MEAN,importance_STD,importance_RAT
EXT_SOURCE_2,1361.4,103.86192757695189,0.07629053002567349
EXT_SOURCE_1,1313.8,102.44364304338264,0.07797506701429642
EXT_SOURCE_3,1193.8,126.37325666453329,0.1058579801177193
NEW_CREDIT_TO_ANNUITY_RATIO,1035.4,153.742642100362,0.14848622957346144
NEW_CREDIT_TO_GOODS_RATIO,723.8,38.492856480131486,0.053181619895180283
AMT_ANNUITY,693.4,59.12106223673591,0.08526256451793468
DAYS_BIRTH,626.2,48.37044552203338,0.07724440358037907
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,396.6,40.16590594023742,0.10127560751446651
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,388.6,29.279685790663805,0.07534659235888781
DAYS_ID_PUBLISH,386.8,59.02287692073303,0.15259275315597992
PREV_INSTAL_PREV_AMT_PAYMENT_MIN_MEAN,364.2,23.263705637752555,0.06387618242106688
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,343.6,42.635665821000146,0.1240851741006989
CLOSED_DAYS_CREDIT_UPDATE_MAX,340.6,65.33222788180424,0.19181511415679459
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_VAR,333.6,50.73263249625431,0.15207623649956328
PREV_DAYS_TERMINATION_MAX,330.8,60.718201554393886,0.18354958148244827
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,328.8,45.29569515969481,0.1377606300477336
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,321.6,45.878099350343625,0.14265578156201375
DAYS_LAST_PHONE_CHANGE,320.4,53.88227909062497,0.1681719072741104
AMT_GOODS_PRICE,318.2,35.116947475542354,0.11036124285211299
AMT_CREDIT,309.4,49.22702509800892,0.15910479992892348
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,303.6,28.675773747189456,0.09445248269825249
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_VAR_MIN,299.8,55.3371484628545,0.184580215019528
CODE_GENDER_M,299.6,17.401149387324967,0.058081272988401086
DAYS_REGISTRATION,298.4,64.9946151615655,0.2178103725253536
NEW_AGE_DAYS_REGISTRATION,289.0,51.20058593414728,0.17716465721158228
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,283.0,32.96209944769902,0.11647384963851243
Unnamed: 0,280.2,69.75456974277743,0.24894564504917002
ACTIVE_DAYS_CREDIT_MAX,276.8,36.792662311933874,0.1329214678899345
DAYS_EMPLOYED,273.0,34.51811118818641,0.12643996772229454
NEW_AMT_ANNUITY_POPRAT,272.8,59.9057593224558,0.21959589194448606
PREV_HOUR_APPR_PROCESS_START_VAR,270.4,61.679007774120365,0.22810283940133272
NEW_BURO_DAYS_CREDIT_MEAN_DAYS_DAYS_REGISTRATION_DIFF,268.4,89.00168537730059,0.33160091422243143
PREV_CNT_PAYMENT_VAR,267.2,43.193749547822314,0.1616532542957422
ACTIVE_AMT_CREDIT_SUM_SUM,267.2,50.87435503276676,0.1903980353022708
TOTALAREA_MODE,264.4,53.26631205555723,0.20146108946882463
NEW_PREV_DAYS_TERMINATION_MAX_DAYS_EMPLOYED_DIFF,264.2,46.44028423685626,0.17577700316751044
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,260.8,44.42634353623984,0.1703464092647233
PREV_HOUR_APPR_PROCESS_START_MEAN,260.6,44.162201032104356,0.16946354962434518
NEW_AMT_GOODS_PRICE_POPRAT,260.6,62.428358940468705,0.23955625073088527
PREV_INSTAL_PREV_AMT_PAYMENT_MIN_SUM,258.8,40.27033647736259,0.15560408221546596
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,257.8,36.894444026167406,0.14311266107900467
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MIN,254.2,46.354072097281815,0.18235276198773334
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,253.8,52.265667507456556,0.2059324960892693
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,248.6,38.55904563134311,0.15510476923307767
