feature,importance_MEAN,importance_STD,importance_RAT
NEW_CREDIT_TO_ANNUITY_RATIO,871.4,151.58759843733918,0.173958685376795
EXT_SOURCE_2,869.0,36.43487340447336,0.04192735719732262
EXT_SOURCE_3,863.6,35.87199464763564,0.041537742760115376
EXT_SOURCE_1,834.6,72.27931931057458,0.08660354578309919
DAYS_BIRTH,590.2,44.60605340085582,0.07557786072662795
AMT_ANNUITY,474.0,37.429934544425805,0.07896610663380972
NEW_CREDIT_TO_GOODS_RATIO,395.2,17.922053453775884,0.045349325540930886
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,352.4,41.74685616905781,0.11846440456599833
DAYS_EMPLOYED,312.4,17.00882124075622,0.05444565057860506
DAYS_ID_PUBLISH,306.6,45.78536884202202,0.14933257939341818
PREV_DAYS_TERMINATION_MAX,294.0,32.44225639501667,0.11034781086740364
DAYS_REGISTRATION,287.2,68.82368778262321,0.23963679590049866
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,278.2,21.47556751287379,0.07719470709156646
REGION_POPULATION_RELATIVE,273.6,33.53058305487694,0.1225533006391701
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,267.6,39.44363066453189,0.14739772296162887
AMT_GOODS_PRICE,255.6,35.28880842420157,0.13806263076761177
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,241.6,52.780678282871655,0.21846307236287937
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,240.0,37.676252467569014,0.15698438528153755
AMT_CREDIT,225.0,34.91418050019218,0.1551741355564097
PREV_CNT_PAYMENT_MEAN,222.4,8.933084573650918,0.04016674718368218
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,222.2,24.201239637671456,0.10891647001652321
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,220.4,3.2093613071762417,0.014561530431834127
