feature,importance_MEAN,importance_VAR
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,95.4,143.30000000000004
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,94.2,335.7
PREV_POS_PREV_CNT_INSTALMENT_FUTURE_MAX_MAX,94.0,121.0
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,94.0,485.00000000000006
NEW_NUM_DOCS,93.2,61.7
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,93.2,346.19999999999993
REGION_RATING_CLIENT_W_CITY,93.2,355.2
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,93.0,137.5
BURO_DAYS_CREDIT_VAR,93.0,553.5
POS_NAME_CONTRACT_STATUS_Completed_MEAN,92.8,285.20000000000005
CCCNT_DRAWINGS_CURRENT_VAR,92.6,41.80000000000001
APPROVED_AMT_CREDIT_MAX,92.2,109.70000000000002
CLOSED_AMT_CREDIT_SUM_MAX,91.6,581.3
ACTIVE_AMT_CREDIT_SUM_DEBT_MIN,91.2,406.20000000000005
HOUR_APPR_PROCESS_START,91.0,206.0
NEW_DEF/OBS_30,90.4,305.30000000000007
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MEAN_MEAN,90.2,212.7
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,89.2,133.20000000000005
APPROVED_HOUR_APPR_PROCESS_START_MEAN,89.0,550.0
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,88.6,342.3
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,87.6,363.2999999999999
APPROVED_DAYS_DECISION_MIN,87.0,229.00000000000006
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MAX,86.2,54.699999999999996
TOTALAREA_MODE,85.8,83.19999999999997
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,84.6,443.30000000000007
PREV_POS_PREV_MONTHS_BALANCE_MIN_MAX,84.6,67.29999999999998
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MAX,84.4,325.30000000000007
ACTIVE_DAYS_CREDIT_VAR,83.6,364.30000000000007
BURO_DAYS_CREDIT_UPDATE_MAX,83.0,256.00000000000006
BURO_CREDIT_TYPE_Consumer credit_MEAN,83.0,138.50000000000003
CLOSED_AMT_CREDIT_SUM_MIN,82.4,78.30000000000001
PREV_NEW_APP_CREDIT_PERC_MEAN,82.2,229.70000000000002
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_DIFF_SUM,81.8,388.7
ACTIVE_DAYS_CREDIT_UPDATE_MIN,80.4,244.79999999999998
PREV_POS_PREV_MONTHS_BALANCE_MAX_MAX,80.2,87.7
PREV_RATE_DOWN_PAYMENT_MEAN,79.8,219.69999999999996
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,79.8,160.7
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MIN_MIN,79.4,207.29999999999998
PREV_SELLERPLACE_AREA_MEAN,79.0,316.5
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_VAR_MEAN,78.8,293.7
BURO_CREDIT_TYPE_Microloan_MEAN,78.4,53.30000000000001
APPROVED_SELLERPLACE_AREA_MAX,78.2,572.1999999999999
ACTIVE_DAYS_CREDIT_UPDATE_MAX,77.8,418.7
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MIN_MEAN,77.4,466.29999999999995
PREV_INSTAL_PREV_AMT_INSTALMENT_MEAN_MEAN,76.8,55.699999999999996
PREV_AMT_DOWN_PAYMENT_MEAN,76.6,194.3
FLAG_WORK_PHONE,76.2,44.19999999999998
PREV_AMT_CREDIT_MEAN,75.6,134.3
PREV_AMT_ANNUITY_MAX,75.4,631.3
ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,75.2,30.200000000000014
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,74.4,175.29999999999998
APPROVED_AMT_ANNUITY_MAX,74.2,111.70000000000003
ACTIVE_DAYS_CREDIT_SIZE,74.0,134.0
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_DIFF_MEAN,73.6,26.799999999999997
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,72.4,194.79999999999998
PREV_CC_PREV_NEW_AMT_BALANCE_CREDIT_LIMIT_ACTUAL_DIFF_MAX_MAX,72.4,77.80000000000003
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_RATIO_MEAN,72.0,395.5
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,71.8,42.20000000000002
BURO_DAYS_CREDIT_ENDDATE_MEAN,71.6,238.8
ACTIVE_DAYS_CREDIT_MEAN,71.0,242.0
PREV_DAYS_TERMINATION_MIN,70.8,87.70000000000002
APPROVED_SELLERPLACE_AREA_MEAN,70.8,310.7
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,69.8,405.7
BURO_DAYS_CREDIT_MIN,69.2,37.19999999999999
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_VAR_MEAN,69.2,190.19999999999996
PREV_NEW_CREDIT_SELLERPLACE_RATE_MEAN,68.6,268.30000000000007
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,68.6,130.79999999999998
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,68.2,199.70000000000002
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,67.6,365.30000000000007
PREV_NEW_APP_CREDIT_PERC_MAX,67.2,44.70000000000002
BURO_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_MEAN,67.2,108.7
PREV_NAME_CLIENT_TYPE_New_MEAN,67.2,28.7
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,67.0,82.50000000000001
BURO_AMT_CREDIT_SUM_DEBT_MEAN,66.8,181.7
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_MAX,66.8,449.20000000000005
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,66.6,390.29999999999995
CLOSED_AMT_CREDIT_MAX_OVERDUE_MAX,65.6,676.8
CLOSED_DAYS_CREDIT_UPDATE_MIN,65.2,396.70000000000005
BURO_CREDIT_TYPE_Mortgage_MEAN,65.2,53.2
LANDAREA_AVG,65.2,219.2
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MEAN,65.0,370.50000000000006
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,65.0,36.5
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,64.6,314.3
CLOSED_DAYS_CREDIT_ENDDATE_MEAN,64.4,127.30000000000001
PREV_NAME_YIELD_GROUP_XNA_MEAN,64.0,61.0
BASEMENTAREA_AVG,63.8,466.70000000000005
BURO_AMT_CREDIT_SUM_DEBT_MAX,63.4,69.80000000000001
PREV_AMT_APPLICATION_MEAN,63.0,216.5
PREV_POS_PREV_SK_DPD_DEF_MAX_MEAN,62.8,188.70000000000002
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,62.0,181.5
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MAX,62.0,144.0
APPROVED_CNT_PAYMENT_MEAN,61.2,186.7
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_DIFF_MAX,61.0,241.50000000000003
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,60.8,133.2
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MIN,60.6,310.8
PREV_NAME_YIELD_GROUP_low_action_MEAN,60.6,63.3
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MAX,59.8,365.70000000000005
CLOSED_DAYS_CREDIT_UPDATE_MEAN,59.6,62.800000000000004
PREV_AMT_GOODS_PRICE_MEAN,59.4,355.3
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,59.2,201.2
PREV_SELLERPLACE_AREA_MAX,59.0,51.500000000000014
BURO_MONTHS_BALANCE_SIZE_SUM,58.8,299.2
APPROVED_NEW_APP_CREDIT_PERC_MEAN,58.8,214.7
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MIN_MAX,58.4,220.3
PREV_NAME_YIELD_GROUP_middle_MEAN,58.2,116.20000000000002
PREV_AMT_CREDIT_MAX,58.0,124.00000000000003
NAME_EDUCATION_TYPE_Higher education,57.8,43.199999999999996
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MEAN,57.0,155.0
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,57.0,327.5
CLOSED_DAYS_CREDIT_MEAN,56.8,95.69999999999999
APPROVED_SELLERPLACE_AREA_MIN,56.2,86.69999999999999
PREV_AMT_DOWN_PAYMENT_MAX,56.2,20.200000000000003
FLAG_DOCUMENT_3,56.0,81.5
PREV_NEW_CREDIT_SELLERPLACE_RATE_MIN,56.0,202.5
PREV_HOUR_APPR_PROCESS_START_MAX,55.8,539.7
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,55.8,188.20000000000002
BURO_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_VAR,55.6,216.3
ACTIVE_NEW_BURO_AMT_ANNUITY_AMT_CREDIT_SUM_DEBT_RATIO_MIN,55.6,42.800000000000004
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,55.0,77.50000000000001
APPROVED_AMT_APPLICATION_MAX,54.8,167.2
BURO_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_MAX,54.6,329.3
BURO_DAYS_CREDIT_UPDATE_MEAN,53.6,282.8
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,53.6,35.300000000000004
ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,53.6,235.3
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MIN,53.4,84.3
APPROVED_AMT_APPLICATION_MEAN,53.2,60.20000000000001
CCCNT_DRAWINGS_CURRENT_MEAN,53.0,27.5
PREV_CODE_REJECT_REASON_SCO_MEAN,52.4,16.799999999999994
BURO_DAYS_CREDIT_UPDATE_MIN,51.6,194.30000000000004
ACTIVE_DAYS_CREDIT_MIN,51.6,92.8
ORGANIZATION_TYPE_Self-employed,51.6,54.79999999999999
APARTMENTS_MEDI,51.2,108.19999999999999
BURO_CREDIT_TYPE_Credit card_MEAN,51.0,271.5
CLOSED_MONTHS_BALANCE_MIN_MAX,50.8,871.2
APPROVED_RATE_DOWN_PAYMENT_MEAN,50.6,87.3
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,50.4,187.8
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_MEAN_MIN,50.0,295.0
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MAX,50.0,88.49999999999999
PREV_NAME_YIELD_GROUP_low_normal_MEAN,49.6,191.8
CLOSED_DAYS_CREDIT_MIN,49.4,70.3
PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,49.2,73.19999999999999
AMT_REQ_CREDIT_BUREAU_YEAR,49.0,206.5
CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,48.8,159.70000000000002
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,48.8,236.70000000000002
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_ENDDATE_FACT_DIFF_VAR,48.4,105.8
PREV_CODE_REJECT_REASON_XAP_MEAN,48.4,124.29999999999998
PREV_RATE_DOWN_PAYMENT_MAX,48.2,66.69999999999999
REG_CITY_NOT_LIVE_CITY,48.0,38.0
APPROVED_NEW_APP_CREDIT_PERC_MAX,48.0,135.0
CCNEW_AMT_DRAWINGS_RATIO_W_PAYMENT_CURRENT_MAX,47.8,259.7
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MAX,47.8,66.2
PREV_INSTAL_PREV_AMT_INSTALMENT_MEAN_MAX,47.8,137.70000000000002
YEARS_BUILD_MEDI,47.8,120.7
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MEAN,47.6,155.29999999999998
PREV_CHANNEL_TYPE_Country-wide_MEAN,47.2,47.2
APPROVED_HOUR_APPR_PROCESS_START_MAX,47.0,255.50000000000003
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_VAR,46.8,27.700000000000003
APPROVED_RATE_DOWN_PAYMENT_MAX,46.8,85.7
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_MEAN,46.2,133.20000000000002
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,46.2,131.2
AMT_REQ_CREDIT_BUREAU_QRT,46.2,30.700000000000003
NAME_INCOME_TYPE_Working,46.0,76.5
CCCNT_DRAWINGS_ATM_CURRENT_VAR,45.8,146.7
CLOSED_MONTHS_BALANCE_SIZE_MEAN,45.8,459.69999999999993
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_CREDIT_ENDDATE_DIFF_VAR,45.6,163.8
CCNEW_AMT_BALANCE_CREDIT_LIMIT_ACTUAL_RATIO_MEAN,45.4,138.8
APPROVED_AMT_CREDIT_MEAN,45.2,63.7
BURO_AMT_CREDIT_SUM_LIMIT_VAR,45.2,205.70000000000002
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MEAN_MIN,45.2,286.7
APARTMENTS_AVG,45.0,134.5
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,44.4,263.29999999999995
BURO_DAYS_CREDIT_SIZE,44.0,117.99999999999999
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,43.8,105.20000000000002
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_ENDDATE_FACT_DIFF_VAR,43.8,10.199999999999996
ORGANIZATION_TYPE_Business Entity Type 3,43.8,30.199999999999992
BURO_CREDIT_TYPE_Car loan_MEAN,43.6,41.80000000000001
PREV_POS_PREV_MONTHS_BALANCE_MAX_MEAN,43.2,214.7
POS_NAME_CONTRACT_STATUS_Signed_MEAN,43.0,52.49999999999999
PREV_CODE_REJECT_REASON_HC_MEAN,43.0,31.999999999999996
PREV_CHANNEL_TYPE_Contact center_MEAN,42.6,187.3
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,42.6,215.3
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,42.6,58.300000000000004
APPROVED_AMT_DOWN_PAYMENT_MEAN,42.4,59.8
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,42.4,182.8
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,42.2,47.20000000000001
ORGANIZATION_TYPE_Military,42.0,26.0
CCNEW_AMT_DRAWINGS_RATIO_W_PAYMENT_CURRENT_MEAN,41.8,467.2
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_RATIO_MIN,41.8,309.7
ACTIVE_MONTHS_BALANCE_SIZE_MEAN,41.6,62.300000000000004
LIVINGAREA_MEDI,41.2,126.7
ORGANIZATION_TYPE_Construction,41.2,8.199999999999994
BURO_AMT_CREDIT_SUM_LIMIT_MEAN,41.0,58.5
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MIN,41.0,126.50000000000003
CCNEW_AMT_RECEIVABLE_RATIO_W_PRINCIPAL_MAX,40.8,382.7
NEW_DEF/OBS_60,40.4,117.3
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_ENDDATE_FACT_DIFF_MEAN,40.2,165.2
ACTIVE_NEW_BURO_AMT_ANNUITY_AMT_CREDIT_SUM_RATIO_MIN,40.0,38.5
PREV_NAME_PRODUCT_TYPE_XNA_MEAN,39.8,52.7
BURO_NEW_BURO_AMT_ANNUITY_AMT_CREDIT_SUM_DEBT_RATIO_MIN,39.6,59.8
ACTIVE_MONTHS_BALANCE_SIZE_SUM,39.2,67.19999999999999
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,39.0,82.0
PREV_NAME_TYPE_SUITE_Family_MEAN,38.8,70.69999999999999
PREV_NFLAG_INSURED_ON_APPROVAL_MEAN,38.6,17.300000000000004
PREV_POS_PREV_SK_DPD_DEF_MEAN_MAX,38.4,101.80000000000001
PREV_POS_PREV_MONTHS_BALANCE_MIN_MIN,38.4,40.3
PREV_CC_PREV_NEW_AMT_BALANCE_CREDIT_LIMIT_ACTUAL_DIFF_MAX_MIN,38.4,99.30000000000001
CLOSED_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MAX,38.0,56.0
NONLIVINGAREA_AVG,38.0,108.50000000000001
PREV_NAME_PORTFOLIO_Cash_MEAN,37.8,26.700000000000003
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,37.6,118.3
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,37.4,87.79999999999998
ORGANIZATION_TYPE_Transport: type 3,37.2,60.7
CCNEW_AMT_BALANCE_CREDIT_LIMIT_ACTUAL_RATIO_MAX,36.8,13.7
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_VAR,36.8,25.200000000000006
NONLIVINGAREA_MEDI,36.2,98.19999999999999
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MEAN,35.8,193.2
BURO_CREDIT_ACTIVE_Active_MEAN,35.6,47.3
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,35.6,106.3
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,35.4,28.3
LIVINGAREA_AVG,35.4,28.300000000000004
BURO_AMT_CREDIT_SUM_DEBT_SUM,35.2,40.70000000000001
OCCUPATION_TYPE_Drivers,35.2,35.2
PREV_NEW_CC_PREV_AMT_BALANCE_PAYMENT_TOTAL_CURRENT_RATIO_MAX,35.2,24.200000000000006
ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,35.2,199.70000000000005
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MEAN,35.0,175.5
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,35.0,33.5
APPROVED_AMT_GOODS_PRICE_MEAN,34.6,89.30000000000001
PREV_CHANNEL_TYPE_Channel of corporate sales_MEAN,34.6,44.3
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_ENDDATE_FACT_DIFF_MEAN,34.6,111.29999999999998
PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,34.6,26.3
APPROVED_AMT_GOODS_PRICE_MAX,34.4,141.8
PREV_NEW_CC_PREV_AMT_BALANCE_PAYMENT_TOTAL_CURRENT_RATIO_MEAN,34.4,87.29999999999998
PREV_NAME_PORTFOLIO_XNA_MEAN,34.4,136.8
BURO_MONTHS_BALANCE_SIZE_MEAN,34.2,40.69999999999999
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_ENDDATE_FACT_DIFF_MIN,34.2,203.7
NAME_EDUCATION_TYPE_Secondary / secondary special,34.0,32.99999999999999
BURO_AMT_ANNUITY_MIN,34.0,25.500000000000004
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_ENDDATE_FACT_DIFF_MAX,33.8,89.19999999999999
