feature,importance
PREV_DAYS_TERMINATION_MAX,479.2
PREV_CNT_PAYMENT_MEAN,451.6
PREV_DAYS_DECISION_MEAN,450.8
PREV_NAME_YIELD_GROUP_high_MEAN,434.0
APPROVED_DAYS_DECISION_MAX,417.6
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,391.8
APPROVED_AMT_ANNUITY_MEAN,388.2
PREV_HOUR_APPR_PROCESS_START_MEAN,370.6
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,344.8
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,319.8
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,315.6
PREV_DAYS_DECISION_MAX,311.0
APPROVED_HOUR_APPR_PROCESS_START_MEAN,293.4
PREV_NAME_CLIENT_TYPE_New_MEAN,292.8
APPROVED_AMT_ANNUITY_MAX,271.4
PREV_DAYS_TERMINATION_MIN,270.6
PREV_NEW_DAYS_FIRST_DUE_DIFF_MIN,261.2
PREV_DAYS_TERMINATION_MEAN,261.2
PREV_NEW_DAYS_LAST_DUE_DIFF_MIN,258.0
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,249.2
PREV_DAYS_DECISION_MIN,240.8
PREV_AMT_ANNUITY_MEAN,234.0
APPROVED_DAYS_DECISION_MEAN,232.8
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,206.2
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,204.8
PREV_NAME_YIELD_GROUP_low_action_MEAN,203.4
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,189.4
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,189.0
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,188.0
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MIN,177.6
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,177.0
APPROVED_DAYS_DECISION_MIN,175.8
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,175.8
APPROVED_AMT_DOWN_PAYMENT_MAX,173.0
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,171.2
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,171.0
PREV_NAME_YIELD_GROUP_low_normal_MEAN,166.6
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,164.2
PREV_AMT_ANNUITY_MAX,163.4
PREV_AMT_DOWN_PAYMENT_MEAN,163.0
PREV_NEW_APP_CREDIT_PERC_MEAN,159.0
APPROVED_AMT_CREDIT_MAX,158.6
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MAX,157.0
APPROVED_NEW_APP_CREDIT_PERC_MEAN,151.6
APPROVED_HOUR_APPR_PROCESS_START_MAX,148.2
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MAX,148.0
PREV_CODE_REJECT_REASON_XAP_MEAN,146.6
PREV_NEW_DAYS_FIRST_DUE_DIFF_MAX,146.2
PREV_CHANNEL_TYPE_Credit and cash offices_MEAN,144.4
PREV_RATE_DOWN_PAYMENT_MEAN,144.0
PREV_AMT_DOWN_PAYMENT_MAX,142.6
PREV_PRODUCT_COMBINATION_Cash X-Sell: high_MEAN,142.2
PREV_NEW_CREDIT_SELLERPLACE_RATE_MIN,141.0
PREV_NEW_CREDIT_SELLERPLACE_RATE_MEAN,139.0
APPROVED_SELLERPLACE_AREA_MAX,138.4
APPROVED_CNT_PAYMENT_MEAN,136.8
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MEAN,135.0
PREV_PRODUCT_COMBINATION_Cash X-Sell: middle_MEAN,132.4
APPROVED_AMT_CREDIT_MEAN,128.0
PREV_AMT_CREDIT_MEAN,127.6
APPROVED_AMT_DOWN_PAYMENT_MEAN,125.0
PREV_SELLERPLACE_AREA_MEAN,124.0
PREV_NEW_DAYS_FIRST_DUE_DIFF_MEAN,123.6
APPROVED_SELLERPLACE_AREA_MEAN,122.8
PREV_AMT_APPLICATION_MEAN,121.6
APPROVED_NEW_APP_CREDIT_PERC_MAX,120.2
PREV_NEW_DAYS_LAST_DUE_DIFF_MAX,119.0
PREV_NAME_PAYMENT_TYPE_Cash through the bank_MEAN,117.6
APPROVED_AMT_APPLICATION_MAX,116.6
PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,116.2
PREV_CODE_REJECT_REASON_HC_MEAN,114.6
PREV_NAME_YIELD_GROUP_middle_MEAN,113.2
PREV_NEW_APP_CREDIT_PERC_MAX,112.0
PREV_HOUR_APPR_PROCESS_START_MAX,110.2
APPROVED_AMT_APPLICATION_MEAN,108.4
PREV_SELLERPLACE_AREA_MAX,107.0
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,105.0
PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,105.0
APPROVED_SELLERPLACE_AREA_MIN,104.8
PREV_NAME_PRODUCT_TYPE_x-sell_MEAN,104.2
PREV_CODE_REJECT_REASON_SCOFR_MEAN,103.6
APPROVED_RATE_DOWN_PAYMENT_MEAN,103.4
PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,102.4
PREV_AMT_GOODS_PRICE_MEAN,102.2
PREV_AMT_CREDIT_MAX,101.2
PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,100.4
PREV_NAME_CLIENT_TYPE_Repeater_MEAN,100.0
PREV_NAME_TYPE_SUITE_Children_MEAN,98.8
PREV_CHANNEL_TYPE_AP+ (Cash loan)_MEAN,98.4
PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,98.4
APPROVED_AMT_GOODS_PRICE_MAX,98.2
PREV_NAME_TYPE_SUITE_Family_MEAN,98.0
PREV_PRODUCT_COMBINATION_POS industry with interest_MEAN,97.8
PREV_CHANNEL_TYPE_Stone_MEAN,97.6
PREV_CHANNEL_TYPE_Contact center_MEAN,95.8
PREV_NAME_YIELD_GROUP_XNA_MEAN,94.2
PREV_NAME_PORTFOLIO_Cash_MEAN,93.4
APPROVED_RATE_DOWN_PAYMENT_MAX,93.0
APPROVED_AMT_GOODS_PRICE_MEAN,92.2
PREV_NAME_PAYMENT_TYPE_XNA_MEAN,91.2
PREV_RATE_DOWN_PAYMENT_MAX,91.0
PREV_NAME_GOODS_CATEGORY_Audio/Video_MEAN,89.8
PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,89.6
PREV_NAME_SELLER_INDUSTRY_Consumer electronics_MEAN,89.4
PREV_CHANNEL_TYPE_Country-wide_MEAN,89.4
PREV_NEW_REFUSED_CNT,88.8
PREV_PRODUCT_COMBINATION_Cash Street: low_MEAN,88.2
PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,86.0
PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,82.6
PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,81.6
"PREV_NAME_TYPE_SUITE_Spouse, partner_MEAN",79.8
PREV_PRODUCT_COMBINATION_POS household with interest_MEAN,74.6
PREV_NAME_CASH_LOAN_PURPOSE_XNA_MEAN,74.4
PREV_NAME_PRODUCT_TYPE_walk-in_MEAN,74.2
