feature,importance
EXT_SOURCE_2,1307.6
EXT_SOURCE_1,1259.6
EXT_SOURCE_3,1134.4
NEW_CREDIT_TO_ANNUITY_RATIO,1041.6
DAYS_BIRTH,863.6
NEW_CREDIT_TO_GOODS_RATIO,737.8
AMT_ANNUITY,730.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,534.0
DAYS_EMPLOYED,490.4
DAYS_ID_PUBLISH,425.6
PREV_DAYS_TERMINATION_MAX,386.8
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,366.8
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,349.8
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,346.4
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,323.4
DAYS_REGISTRATION,321.4
REGION_POPULATION_RELATIVE,317.6
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,317.2
DAYS_LAST_PHONE_CHANGE,317.0
CODE_GENDER_M,313.6
AMT_GOODS_PRICE,311.2
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,309.2
OWN_CAR_AGE,302.2
AMT_CREDIT,301.8
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,290.0
PREV_CNT_PAYMENT_MEAN,282.2
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,276.4
NEW_AGE_DAYS_REGISTRATION,275.8
CLOSED_DAYS_CREDIT_UPDATE_MAX,270.0
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,268.4
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,262.6
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,248.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,246.0
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,235.8
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,226.6
CLOSED_DAYS_CREDIT_MAX,219.4
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,218.6
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,217.4
ACTIVE_AMT_CREDIT_SUM_SUM,217.4
APPROVED_AMT_ANNUITY_MEAN,216.0
POS_MONTHS_BALANCE_MEAN,215.0
PREV_DAYS_DECISION_MEAN,210.2
ACTIVE_DAYS_CREDIT_MAX,201.4
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,199.6
ACTIVE_AMT_CREDIT_SUM_MIN,199.2
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MAX,197.6
PREV_NAME_YIELD_GROUP_high_MEAN,197.4
AMT_INCOME_TOTAL,197.2
BURO_AMT_CREDIT_SUM_MIN,194.8
PREV_DAYS_DECISION_MAX,193.6
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,193.4
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,189.8
POS_NAME_CONTRACT_STATUS_Active_MEAN,189.4
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,188.8
APPROVED_AMT_DOWN_PAYMENT_MAX,188.6
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MAX,187.6
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MEAN,185.0
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,184.2
APPROVED_DAYS_DECISION_MAX,181.6
PREV_DAYS_TERMINATION_MEAN,181.2
PREV_AMT_ANNUITY_MEAN,179.8
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,179.4
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,179.2
BURO_DAYS_CREDIT_MEAN,178.0
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,176.8
PREV_HOUR_APPR_PROCESS_START_MEAN,173.8
BURO_DAYS_CREDIT_MAX,173.0
ACTIVE_AMT_CREDIT_SUM_MAX,171.6
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,170.4
CLOSED_AMT_CREDIT_SUM_SUM,170.4
CLOSED_AMT_CREDIT_SUM_MEAN,170.0
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,167.6
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,166.0
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MAX,165.8
NEW_INC_PER_CHLD,164.8
CCCNT_DRAWINGS_ATM_CURRENT_MEAN,163.8
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,158.4
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,158.2
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,158.0
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MIN_MEAN,157.2
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,157.0
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,156.8
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MEAN_MEAN,156.8
APPROVED_AMT_ANNUITY_MAX,156.6
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,156.6
ACTIVE_AMT_CREDIT_SUM_MEAN,156.2
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_MEAN_MEAN,154.2
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MAX,153.4
BURO_AMT_CREDIT_SUM_MEAN,153.2
BURO_AMT_CREDIT_SUM_SUM,151.2
BURO_DAYS_CREDIT_VAR,150.4
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,150.4
APPROVED_AMT_CREDIT_MAX,149.8
CLOSED_DAYS_CREDIT_VAR,149.0
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,148.6
POS_NAME_CONTRACT_STATUS_Completed_MEAN,147.4
PREV_RATE_DOWN_PAYMENT_MEAN,147.0
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MIN,146.4
APPROVED_HOUR_APPR_PROCESS_START_MEAN,145.8
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,145.2
BURO_AMT_CREDIT_SUM_MAX,143.0
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MAX,142.2
NEW_DEF/OBS_30,142.0
ACTIVE_AMT_CREDIT_SUM_DEBT_MIN,141.4
CLOSED_AMT_CREDIT_SUM_MIN,141.2
PREV_SELLERPLACE_AREA_MEAN,140.6
APPROVED_DAYS_DECISION_MEAN,140.2
PREV_AMT_DOWN_PAYMENT_MAX,137.6
CLOSED_AMT_CREDIT_SUM_MAX,137.2
ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,136.0
NAME_FAMILY_STATUS_Married,135.8
PREV_AMT_DOWN_PAYMENT_MEAN,135.2
APPROVED_DAYS_DECISION_MIN,134.0
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,133.2
PREV_NEW_APP_CREDIT_PERC_MEAN,131.4
APPROVED_SELLERPLACE_AREA_MAX,131.2
PREV_NEW_DAYS_LAST_DUE_DIFF_MIN,131.0
CCCNT_DRAWINGS_CURRENT_VAR,130.8
PREV_NAME_CONTRACT_STATUS_Approved_MEAN,130.8
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,129.8
TOTALAREA_MODE,128.8
APPROVED_SELLERPLACE_AREA_MEAN,128.6
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,128.4
PREV_DAYS_DECISION_MIN,128.2
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,128.2
ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,128.0
HOUR_APPR_PROCESS_START,126.2
PREV_POS_PREV_MONTHS_BALANCE_MIN_MAX,125.6
PREV_CODE_REJECT_REASON_XAP_MEAN,124.0
PREV_POS_PREV_MONTHS_BALANCE_MAX_MAX,123.6
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,123.0
ACTIVE_DAYS_CREDIT_VAR,121.8
ACTIVE_DAYS_CREDIT_UPDATE_MAX,121.8
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_VAR_MEAN,121.6
BURO_DAYS_CREDIT_MIN,120.8
PREV_NEW_CREDIT_SELLERPLACE_RATE_MEAN,120.0
BURO_DAYS_CREDIT_UPDATE_MAX,118.2
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MAX,117.8
BURO_AMT_CREDIT_SUM_DEBT_MEAN,117.6
PREV_POS_PREV_CNT_INSTALMENT_FUTURE_MAX_MAX,117.6
PREV_NEW_APP_CREDIT_PERC_MAX,117.2
BURO_DAYS_CREDIT_ENDDATE_MEAN,117.2
PREV_NAME_CLIENT_TYPE_New_MEAN,117.2
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,116.0
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MAX,115.0
BURO_CREDIT_TYPE_Consumer credit_MEAN,114.6
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,114.4
REGION_RATING_CLIENT_W_CITY,114.2
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,114.0
PREV_NAME_YIELD_GROUP_middle_MEAN,113.0
PREV_NEW_INSTAL_PREV_AMT_INSTALMENT_AND_PAYMENT_SUM_DIFF_MEAN,113.0
ACTIVE_DAYS_CREDIT_UPDATE_MIN,112.6
ACTIVE_DAYS_CREDIT_MEAN,112.2
