feature,importance
PREV_DAYS_TERMINATION_MAX,581.6
PREV_CNT_PAYMENT_MEAN,561.6
APPROVED_DAYS_DECISION_MAX,488.8
PREV_DAYS_DECISION_MEAN,464.0
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,456.2
PREV_NAME_YIELD_GROUP_high_MEAN,439.8
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,436.0
APPROVED_AMT_ANNUITY_MEAN,429.2
PREV_HOUR_APPR_PROCESS_START_MEAN,428.4
PREV_DAYS_DECISION_MAX,377.8
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,353.0
APPROVED_HOUR_APPR_PROCESS_START_MEAN,341.4
PREV_PRODUCT_COMBINATION_Cash X-Sell: low_MEAN,332.4
PREV_DAYS_TERMINATION_MIN,329.2
PREV_NEW_DAYS_LAST_DUE_DIFF_MIN,322.8
APPROVED_AMT_ANNUITY_MAX,314.2
PREV_DAYS_TERMINATION_MEAN,304.4
PREV_NAME_CLIENT_TYPE_New_MEAN,301.4
PREV_AMT_ANNUITY_MEAN,292.4
PREV_DAYS_DECISION_MIN,286.2
APPROVED_DAYS_DECISION_MEAN,284.4
PREV_NEW_DAYS_FIRST_DUE_DIFF_MIN,279.8
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,274.6
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,270.2
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,249.8
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,248.6
APPROVED_CNT_PAYMENT_MEAN,238.6
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,224.4
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,223.4
PREV_NAME_YIELD_GROUP_low_action_MEAN,222.8
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MIN,219.4
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,211.2
PREV_NAME_YIELD_GROUP_low_normal_MEAN,209.6
PREV_AMT_DOWN_PAYMENT_MEAN,209.0
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MAX,208.4
PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,207.6
PREV_AMT_ANNUITY_MAX,205.8
APPROVED_AMT_DOWN_PAYMENT_MAX,203.0
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,203.0
PREV_NEW_APP_CREDIT_PERC_MEAN,199.2
APPROVED_DAYS_DECISION_MIN,197.4
PREV_RATE_DOWN_PAYMENT_MEAN,195.8
APPROVED_AMT_CREDIT_MAX,191.2
APPROVED_NEW_CREDIT_TO_ANNUITY_RATIO_MAX,187.4
APPROVED_SELLERPLACE_AREA_MAX,183.2
