feature,importance
EXT_SOURCE_2,1260.6
EXT_SOURCE_1,1260.0
EXT_SOURCE_3,1107.6
NEW_CREDIT_TO_ANNUITY_RATIO,960.8
AMT_ANNUITY,686.4
NEW_CREDIT_TO_GOODS_RATIO,662.4
DAYS_BIRTH,574.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,514.4
PREV_DAYS_TERMINATION_MAX,372.6
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,351.4
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,341.2
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,327.4
DAYS_ID_PUBLISH,326.8
DAYS_EMPLOYED,326.6
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,313.8
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,312.4
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,298.4
CODE_GENDER_M,296.0
REGION_POPULATION_RELATIVE,290.2
AMT_CREDIT,284.2
AMT_GOODS_PRICE,280.4
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,273.8
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,263.4
CLOSED_DAYS_CREDIT_UPDATE_MAX,259.8
PREV_CNT_PAYMENT_MEAN,256.4
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,244.4
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,242.4
DAYS_LAST_PHONE_CHANGE,235.6
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,223.8
NEW_AGE_DAYS_REGISTRATION,217.6
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,217.2
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,213.8
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,210.8
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,204.4
ACTIVE_AMT_CREDIT_SUM_SUM,198.4
POS_MONTHS_BALANCE_MEAN,197.2
NEW_BURO_DAYS_CREDIT_MIN_DAYS_BIRTH_DIFF,196.0
PREV_DAYS_DECISION_MEAN,195.8
ACTIVE_DAYS_CREDIT_MAX,193.8
NEW_BURO_DAYS_CREDIT_MAX_DAYS_BIRTH_DIFF,193.0
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,191.4
ACTIVE_AMT_CREDIT_SUM_MIN,189.0
CLOSED_DAYS_CREDIT_MAX,187.2
APPROVED_AMT_ANNUITY_MEAN,184.8
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,184.6
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,182.4
PREV_DAYS_DECISION_MAX,182.2
DAYS_REGISTRATION,181.6
NEW_BURO_DAYS_CREDIT_MAX_DAYS_EMPLOYED_DIFF,178.2
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,177.6
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,176.8
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,176.0
CCCNT_DRAWINGS_ATM_CURRENT_MEAN,175.4
AMT_INCOME_TOTAL,174.2
NEW_ID_PUBLISH_REGISTRATION_DIFF,173.6
