feature,importance
EXT_SOURCE_2,1106.6
EXT_SOURCE_1,1085.6
EXT_SOURCE_3,1018.0
NEW_CREDIT_TO_ANNUITY_RATIO,827.8
DAYS_BIRTH,674.8
AMT_ANNUITY,575.0
NEW_CREDIT_TO_GOODS_RATIO,546.6
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,432.4
DAYS_EMPLOYED,396.0
DAYS_ID_PUBLISH,358.6
PREV_DAYS_TERMINATION_MAX,319.2
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,287.8
DAYS_REGISTRATION,286.0
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,283.4
REGION_POPULATION_RELATIVE,279.0
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,274.4
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,261.2
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,256.2
AMT_CREDIT,253.0
OWN_CAR_AGE,249.6
AMT_GOODS_PRICE,247.6
CODE_GENDER_M,247.2
DAYS_LAST_PHONE_CHANGE,239.4
CLOSED_DAYS_CREDIT_UPDATE_MAX,230.0
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,230.0
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,227.2
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,226.2
PREV_CNT_PAYMENT_MEAN,226.0
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,221.6
NEW_AGE_DAYS_REGISTRATION,219.2
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,211.8
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,200.2
ACTIVE_AMT_CREDIT_SUM_SUM,191.0
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,189.6
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,189.2
CLOSED_DAYS_CREDIT_MAX,187.0
ACTIVE_DAYS_CREDIT_MAX,186.4
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,182.0
POS_MONTHS_BALANCE_MEAN,181.4
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,178.0
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,172.6
PREV_DAYS_DECISION_MEAN,169.2
APPROVED_AMT_ANNUITY_MEAN,167.8
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,166.4
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,163.4
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,162.6
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,162.6
ACTIVE_AMT_CREDIT_SUM_MIN,161.8
PREV_DAYS_DECISION_MAX,157.6
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,157.4
APPROVED_AMT_DOWN_PAYMENT_MAX,154.4
BURO_AMT_CREDIT_SUM_MIN,154.2
APPROVED_DAYS_DECISION_MAX,153.0
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MAX,152.4
AMT_INCOME_TOTAL,151.8
CCCNT_DRAWINGS_ATM_CURRENT_MEAN,151.0
PREV_HOUR_APPR_PROCESS_START_MEAN,150.8
BURO_DAYS_CREDIT_MAX,150.4
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MEAN,150.0
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MAX,149.6
CLOSED_AMT_CREDIT_SUM_MEAN,149.4
PREV_DAYS_TERMINATION_MEAN,147.6
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,147.6
BURO_AMT_CREDIT_SUM_MEAN,145.2
PREV_AMT_ANNUITY_MEAN,144.8
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,144.2
BURO_DAYS_CREDIT_MEAN,142.8
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,142.2
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,141.8
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,141.4
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,141.2
POS_NAME_CONTRACT_STATUS_Active_MEAN,141.2
CLOSED_AMT_CREDIT_SUM_SUM,141.0
NEW_INC_PER_CHLD,141.0
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,140.8
ACTIVE_AMT_CREDIT_SUM_MAX,138.4
PREV_NAME_YIELD_GROUP_high_MEAN,137.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MAX,136.0
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,135.6
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,135.6
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,133.0
BURO_AMT_CREDIT_SUM_MAX,132.8
CLOSED_DAYS_CREDIT_VAR,132.6
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_MEAN_MEAN,131.6
ACTIVE_AMT_CREDIT_SUM_MEAN,131.4
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MAX,127.0
POS_NAME_CONTRACT_STATUS_Completed_MEAN,125.8
