feature,importance_MEAN,importance_STD,importance_RAT
EXT_SOURCE_2,798.6,43.51206729172954,0.05448543362350305
EXT_SOURCE_3,798.4,33.14060952969936,0.041508779471066334
EXT_SOURCE_1,765.8,68.60539337399064,0.08958656747713586
NEW_CREDIT_TO_ANNUITY_RATIO,750.4,121.35814764571847,0.16172461040207686
DAYS_BIRTH,415.4,42.51235114646095,0.10234075865782608
AMT_ANNUITY,395.2,29.74390693906905,0.07526292241667269
NEW_CREDIT_TO_GOODS_RATIO,343.2,31.41973901864877,0.09154935611494397
DAYS_ID_PUBLISH,237.6,41.198300935839576,0.17339352245723727
ACTIVE_DAYS_CREDIT_MAX,231.2,29.89481560404747,0.12930283565764478
PREV_DAYS_TERMINATION_MAX,214.4,34.67419789987939,0.16172666930913893
AMT_GOODS_PRICE,205.0,13.228756555322953,0.06453051978206319
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,203.8,7.5960516059331775,0.03727208835099694
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,195.2,38.068359565392356,0.1950223338391002
AMT_CREDIT,192.4,24.027068069159,0.12488081117026507
CODE_GENDER_M,188.4,6.5802735505448435,0.03492714198802995
ACTIVE_AMT_CREDIT_SUM_SUM,188.0,32.863353450309965,0.17480507154420194
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN_x,183.4,23.255106965997815,0.12679992893128578
DAYS_EMPLOYED,179.4,29.686697357570782,0.16547768872670446
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,172.6,28.884251764586185,0.16734792447616562
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,172.4,30.179463215902306,0.17505489104351685
NEW_BURO_DAYS_CREDIT_MIN_DAYS_BIRTH_DIFF,171.0,34.18332927027442,0.199902510352482
