feature,importance_MEAN,importance_VAR
EXT_SOURCE_2,1395.0,3425.0
EXT_SOURCE_1,1338.4,4732.800000000002
EXT_SOURCE_3,1208.4,1086.7999999999993
NEW_CREDIT_TO_ANNUITY_RATIO,1051.2,9160.700000000004
DAYS_BIRTH,890.4,2931.2999999999997
NEW_CREDIT_TO_GOODS_RATIO,764.6,873.8000000000003
AMT_ANNUITY,756.2,2379.7000000000016
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,573.8,537.1999999999999
DAYS_EMPLOYED,523.6,2734.8000000000006
DAYS_ID_PUBLISH,485.6,2445.3000000000006
PREV_DAYS_TERMINATION_MAX,437.6,2009.3000000000006
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,413.2,976.6999999999997
DAYS_REGISTRATION,405.6,3990.8000000000006
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,369.8,505.70000000000005
REGION_POPULATION_RELATIVE,368.8,2484.7
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,367.4,946.3000000000002
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,365.0,387.5
DAYS_LAST_PHONE_CHANGE,344.6,2101.3000000000006
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,340.4,1099.7999999999995
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,337.2,355.2000000000002
AMT_CREDIT,332.4,1044.7999999999997
AMT_GOODS_PRICE,331.6,1466.3000000000004
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,327.8,330.70000000000005
OWN_CAR_AGE,326.4,341.79999999999984
NEW_AGE_DAYS_REGISTRATION,319.8,4037.2000000000007
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,306.0,2365.0
PREV_CNT_PAYMENT_MEAN,302.8,595.7000000000002
CODE_GENDER_M,301.2,140.69999999999996
CLOSED_DAYS_CREDIT_UPDATE_MAX,297.8,531.7
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,296.4,1389.2999999999993
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,292.2,416.7000000000003
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,289.0,383.0
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,272.4,1259.7999999999997
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,265.4,412.29999999999995
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,262.6,1173.3000000000002
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,255.2,1273.6999999999998
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,253.0,2237.5
CLOSED_DAYS_CREDIT_MAX,252.8,1662.7000000000003
POS_MONTHS_BALANCE_MEAN,251.0,866.0
APPROVED_AMT_ANNUITY_MEAN,244.0,384.00000000000006
ACTIVE_AMT_CREDIT_SUM_SUM,240.0,707.5
PREV_DAYS_DECISION_MAX,238.4,862.3000000000001
PREV_DAYS_DECISION_MEAN,237.4,1067.3000000000002
ACTIVE_DAYS_CREDIT_MAX,233.0,246.5
BURO_AMT_CREDIT_SUM_MIN,224.8,847.2000000000002
AMT_INCOME_TOTAL,224.2,776.1999999999998
ACTIVE_AMT_CREDIT_SUM_MIN,223.4,934.3000000000002
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,221.4,2702.8
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,219.0,2019.5
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,218.8,928.7000000000002
PREV_HOUR_APPR_PROCESS_START_MEAN,217.6,1079.3
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MAX,214.4,722.3
POS_NAME_CONTRACT_STATUS_Active_MEAN,212.8,561.7
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,212.6,849.8
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MEAN,210.6,801.8
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MAX,209.4,13.300000000000008
APPROVED_DAYS_DECISION_MAX,206.8,1044.7000000000003
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,206.4,1238.3000000000002
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,205.4,1000.3000000000001
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,204.8,867.7
CLOSED_AMT_CREDIT_SUM_MEAN,202.0,716.5
APPROVED_AMT_DOWN_PAYMENT_MAX,201.6,405.3
PREV_DAYS_TERMINATION_MEAN,201.6,854.3
