feature,importance
EXT_SOURCE_2,1349.8
EXT_SOURCE_1,1278.8
EXT_SOURCE_3,1151.2
NEW_CREDIT_TO_ANNUITY_RATIO,1030.8
DAYS_BIRTH,831.4
NEW_CREDIT_TO_GOODS_RATIO,728.8
AMT_ANNUITY,717.4
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,523.6
DAYS_EMPLOYED,499.6
DAYS_ID_PUBLISH,464.6
PREV_DAYS_TERMINATION_MAX,401.2
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,378.6
DAYS_REGISTRATION,373.4
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,372.0
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,347.2
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,341.8
REGION_POPULATION_RELATIVE,341.2
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,338.2
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,329.4
DAYS_LAST_PHONE_CHANGE,326.6
AMT_CREDIT,321.8
AMT_GOODS_PRICE,317.8
OWN_CAR_AGE,308.6
CODE_GENDER_M,304.4
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,298.6
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,294.2
PREV_CNT_PAYMENT_MEAN,288.4
NEW_AGE_DAYS_REGISTRATION,285.6
CLOSED_DAYS_CREDIT_UPDATE_MAX,281.2
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,273.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,268.8
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,266.4
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,256.4
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,245.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,235.4
CLOSED_DAYS_CREDIT_MAX,232.8
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,231.0
ACTIVE_AMT_CREDIT_SUM_SUM,225.2
PREV_DAYS_DECISION_MEAN,223.8
POS_MONTHS_BALANCE_MEAN,223.4
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,218.8
ACTIVE_DAYS_CREDIT_MAX,216.2
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,211.8
