feature,importance
EXT_SOURCE_2,1146.4
EXT_SOURCE_1,1060.4
EXT_SOURCE_3,998.0
NEW_CREDIT_TO_ANNUITY_RATIO,764.2
DAYS_BIRTH,651.6
NEW_CREDIT_TO_GOODS_RATIO,621.4
AMT_ANNUITY,608.2
DAYS_EMPLOYED,421.4
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,417.0
DAYS_ID_PUBLISH,381.0
PREV_DAYS_TERMINATION_MAX,309.4
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,298.2
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,294.4
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,294.0
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,281.8
CODE_GENDER_M,280.8
OWN_CAR_AGE,275.4
REGION_POPULATION_RELATIVE,272.0
AMT_CREDIT,265.4
DAYS_LAST_PHONE_CHANGE,259.4
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,258.6
DAYS_REGISTRATION,249.8
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,234.2
AMT_GOODS_PRICE,232.6
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,222.0
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,216.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,211.0
CLOSED_DAYS_CREDIT_UPDATE_MAX,210.6
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,208.6
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,208.2
APPROVED_AMT_ANNUITY_MEAN,207.6
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,205.8
NEW_AGE_DAYS_REGISTRATION,202.2
PREV_CNT_PAYMENT_MEAN,199.2
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,194.6
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,185.4
ACTIVE_DAYS_CREDIT_MAX,179.8
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,175.8
CLOSED_AMT_CREDIT_SUM_MEAN,174.0
ACTIVE_AMT_CREDIT_SUM_SUM,170.6
AMT_INCOME_TOTAL,169.4
POS_MONTHS_BALANCE_MEAN,167.0
PREV_DAYS_DECISION_MEAN,166.6
CLOSED_DAYS_CREDIT_MAX,163.6
ACTIVE_AMT_CREDIT_SUM_MIN,162.4
APPROVED_AMT_DOWN_PAYMENT_MAX,162.2
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,161.0
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,158.8
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,158.2
PREV_DAYS_DECISION_MAX,156.2
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,155.4
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,154.8
CCCNT_DRAWINGS_ATM_CURRENT_MEAN,154.4
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MAX,152.8
BURO_DAYS_CREDIT_MEAN,150.4
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MEAN_MEAN,149.6
BURO_DAYS_CREDIT_MAX,149.0
PREV_HOUR_APPR_PROCESS_START_MEAN,147.8
BURO_AMT_CREDIT_SUM_MIN,147.2
POS_NAME_CONTRACT_STATUS_Active_MEAN,146.6
CLOSED_AMT_CREDIT_SUM_SUM,146.0
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,144.2
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MIN_MEAN,144.0
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,143.4
PREV_AMT_DOWN_PAYMENT_MAX,143.0
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MEAN,142.2
ACTIVE_AMT_CREDIT_SUM_MAX,141.4
PREV_NAME_YIELD_GROUP_high_MEAN,140.2
BURO_AMT_CREDIT_SUM_SUM,137.8
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,137.6
PREV_DAYS_TERMINATION_MEAN,137.6
BURO_AMT_CREDIT_SUM_MEAN,136.6
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,136.2
BURO_DAYS_CREDIT_VAR,134.8
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,134.4
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,131.8
NEW_INC_PER_CHLD,131.4
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,131.0
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,130.0
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,130.0
ACTIVE_AMT_CREDIT_SUM_MEAN,129.4
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,129.0
