feature,importance
EXT_SOURCE_2,1275.6
EXT_SOURCE_1,1265.0
EXT_SOURCE_3,1115.8
NEW_CREDIT_TO_ANNUITY_RATIO,968.4
DAYS_BIRTH,816.2
NEW_CREDIT_TO_GOODS_RATIO,710.6
AMT_ANNUITY,699.4
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,531.2
DAYS_EMPLOYED,483.8
DAYS_ID_PUBLISH,427.8
PREV_DAYS_TERMINATION_MAX,381.8
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,367.6
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,349.8
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,329.2
DAYS_REGISTRATION,324.2
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,321.2
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,316.2
REGION_POPULATION_RELATIVE,312.6
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,307.8
AMT_CREDIT,304.8
DAYS_LAST_PHONE_CHANGE,304.0
OWN_CAR_AGE,300.2
CODE_GENDER_M,298.8
AMT_GOODS_PRICE,290.0
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,277.8
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,277.6
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,270.8
PREV_CNT_PAYMENT_MEAN,269.4
CLOSED_DAYS_CREDIT_UPDATE_MAX,265.0
NEW_AGE_DAYS_REGISTRATION,258.6
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,254.8
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,244.4
SK_ID_CURR,238.4
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,229.4
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,219.2
POS_MONTHS_BALANCE_MEAN,218.8
ACTIVE_AMT_CREDIT_SUM_SUM,218.2
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,215.0
APPROVED_AMT_ANNUITY_MEAN,207.2
CLOSED_DAYS_CREDIT_MAX,206.6
ACTIVE_AMT_CREDIT_SUM_MIN,206.6
ACTIVE_DAYS_CREDIT_MAX,204.8
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,204.2
PREV_DAYS_DECISION_MEAN,203.2
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,196.2
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,191.6
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,190.6
APPROVED_AMT_DOWN_PAYMENT_MAX,190.0
PREV_DAYS_DECISION_MAX,189.4
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,184.4
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,182.2
POS_NAME_CONTRACT_STATUS_Active_MEAN,181.6
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MAX,181.6
BURO_AMT_CREDIT_SUM_MIN,180.6
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,178.4
CLOSED_AMT_CREDIT_SUM_MEAN,178.0
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,177.2
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MAX,177.0
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,175.6
PREV_AMT_ANNUITY_MEAN,173.4
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MEAN,172.8
BURO_DAYS_CREDIT_MAX,172.8
CCCNT_DRAWINGS_ATM_CURRENT_MEAN,172.0
PREV_HOUR_APPR_PROCESS_START_MEAN,171.4
AMT_INCOME_TOTAL,171.4
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,171.0
APPROVED_DAYS_DECISION_MAX,170.6
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,170.6
PREV_NAME_YIELD_GROUP_high_MEAN,170.4
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,168.2
BURO_DAYS_CREDIT_MEAN,167.2
ACTIVE_AMT_CREDIT_SUM_MAX,164.0
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,162.6
PREV_DAYS_TERMINATION_MEAN,162.6
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,162.6
BURO_AMT_CREDIT_SUM_MEAN,162.4
CLOSED_AMT_CREDIT_SUM_SUM,162.2
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,161.4
NEW_INC_PER_CHLD,159.6
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,158.8
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,157.8
BURO_AMT_CREDIT_SUM_MAX,156.8
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MAX,154.6
BURO_AMT_CREDIT_SUM_SUM,153.0
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_MEAN_MEAN,152.0
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MAX,151.6
CLOSED_DAYS_CREDIT_VAR,151.2
ACTIVE_AMT_CREDIT_SUM_MEAN,150.6
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,150.2
BURO_DAYS_CREDIT_VAR,149.6
APPROVED_AMT_ANNUITY_MAX,147.8
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,147.8
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,146.8
POS_NAME_CONTRACT_STATUS_Completed_MEAN,145.2
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MIN_MEAN,144.8
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MAX,144.6
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MEAN_MEAN,143.8
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MAX,143.6
PREV_AMT_DOWN_PAYMENT_MEAN,143.6
APPROVED_AMT_CREDIT_MAX,142.2
CCCNT_DRAWINGS_CURRENT_VAR,142.0
CLOSED_AMT_CREDIT_SUM_MIN,141.6
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,141.6
APPROVED_HOUR_APPR_PROCESS_START_MEAN,139.0
APPROVED_SELLERPLACE_AREA_MAX,138.8
APPROVED_DAYS_DECISION_MEAN,136.6
PREV_RATE_DOWN_PAYMENT_MEAN,136.4
CLOSED_AMT_CREDIT_SUM_MAX,136.2
PREV_DAYS_DECISION_MIN,136.0
ACTIVE_AMT_CREDIT_SUM_DEBT_MIN,135.6
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,134.2
PREV_AMT_DOWN_PAYMENT_MAX,133.8
PREV_NEW_APP_CREDIT_PERC_MEAN,132.8
APPROVED_NEW_CREDIT_SELLERPLACE_RATE_MIN,132.0
TOTALAREA_MODE,132.0
NEW_DEF/OBS_30,130.6
PREV_SELLERPLACE_AREA_MEAN,129.0
APPROVED_DAYS_DECISION_MIN,128.8
APPROVED_SELLERPLACE_AREA_MEAN,128.6
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,128.4
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,127.0
NAME_FAMILY_STATUS_Married,123.8
