feature,importance_MEAN,importance_STD,importance_RAT
EXT_SOURCE_3,814.4,33.09531688925187,0.04063766808601654
EXT_SOURCE_2,764.4,15.192103211866353,0.019874546326355776
EXT_SOURCE_1,737.0,38.77499194068259,0.05261192936320568
NEW_CREDIT_TO_ANNUITY_RATIO,737.0,37.36308338453882,0.05069617826938781
DAYS_BIRTH,411.2,22.117866081518805,0.05378858482859632
AMT_ANNUITY,405.8,25.33179819910146,0.062424342531053376
NEW_CREDIT_TO_GOODS_RATIO,345.4,15.962455951387932,0.04621440634449315
DAYS_ID_PUBLISH,233.0,33.15116890850155,0.14227969488627276
AMT_GOODS_PRICE,221.6,9.685040010242599,0.043705054197845664
PREV_DAYS_TERMINATION_MAX,206.2,10.256705123966467,0.04974153794358132
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,201.4,24.398770460824455,0.12114583148373612
CODE_GENDER_M,198.4,9.289779329994875,0.046823484526183845
ACTIVE_DAYS_CREDIT_MAX,198.2,7.758865896508325,0.039146649326479946
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,196.0,27.459060435491963,0.14009724711985697
ACTIVE_AMT_CREDIT_SUM_SUM,190.8,22.420972325035326,0.11751033713330883
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,185.2,17.079227148791013,0.09222044896755408
AMT_CREDIT,178.6,12.700393694685214,0.07111082695792394
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_VAR,177.2,22.818851855428655,0.12877455900354773
NEW_BURO_DAYS_CREDIT_MIN_DAYS_BIRTH_DIFF,172.4,19.333908037435165,0.11214563826818541
REGION_POPULATION_RELATIVE,163.0,17.916472867168913,0.10991701145502401
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,161.2,15.738487856207785,0.0976332993561277
DAYS_REGISTRATION,156.4,22.17656420638689,0.14179388878763996
NEW_AGE_DAYS_REGISTRATION,155.2,22.521101216414795,0.14511018825009533
PREV_CNT_PAYMENT_VAR,154.4,34.01911227530783,0.22033103805251186
PREV_HOUR_APPR_PROCESS_START_VAR,154.2,12.988456413292534,0.0842312348462551
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX_x,152.6,28.18332840528244,0.18468760422858743
CLOSED_DAYS_CREDIT_MAX,152.0,17.46424919657298,0.11489637629324329
ACTIVE_AMT_CREDIT_SUM_MAX,151.6,17.444196742756603,0.11506726083612535
NEW_AMT_INCOME_TOTAL_POPRAT,150.8,19.3183850256692,0.1281060014964801
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,150.8,18.48512915832616,0.12258043208439097
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_VAR_MIN_x,149.4,16.2419210686421,0.10871433111540896
NEW_AMT_ANNUITY_POPRAT,147.2,20.498780451529303,0.13925801937180235
DAYS_EMPLOYED,145.6,17.7426040929735,0.12185854459459823
PREV_CNT_PAYMENT_MEAN,145.2,18.033302526159755,0.12419629838953
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,143.6,13.277801022759753,0.09246379542311807
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,142.4,17.529974329701684,0.12310375231532081
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,142.4,22.842942017174583,0.16041391865993385
BURO_NEW_BURO_DAYS_CREDIT_DAYS_ENDDATE_FACT_DIFF_MAX,141.6,28.005356630473393,0.19777794230560305
NEW_BURO_DAYS_CREDIT_MAX_DAYS_DAYS_REGISTRATION_DIFF,140.2,24.702226620286684,0.1761927718993344
NEW_BURO_DAYS_CREDIT_MAX_DAYS_BIRTH_DIFF,139.6,20.231164079212054,0.1449223787909173
NEW_BURO_DAYS_CREDIT_MIN_DAYS_LAST_PHONE_CHANGE_DIFF,138.6,20.851858430365382,0.15044630902139527
ACTIVE_AMT_CREDIT_SUM_MIN,137.6,16.772000476985447,0.12188953835018494
PREV_HOUR_APPR_PROCESS_START_MEAN,137.4,26.69831455354439,0.19431087739115274
CLOSED_DAYS_CREDIT_UPDATE_MAX,136.8,25.23291501194422,0.1844511331282472
Unnamed: 0.1,136.6,26.463181970428273,0.1937275400470591
DAYS_LAST_PHONE_CHANGE,136.2,11.777096416349826,0.08646913668391944
NEW_PREV_DAYS_TERMINATION_MAX_DAYS_EMPLOYED_DIFF,135.2,19.979989989987477,0.14778099105020323
NEW_BURO_DAYS_CREDIT_MAX_DAYS_LAST_PHONE_CHANGE_DIFF,134.6,29.42447960457415,0.21860683212907986
PREV_NAME_CONTRACT_STATUS_Refused_MEAN_x,133.6,14.25833089811006,0.10672403366848848
PREV_POS_PREV_CNT_INSTALMENT_FUTURE_MEAN_VAR,132.6,9.343446901438462,0.07046340046333682
CLOSED_AMT_CREDIT_SUM_MEAN,131.4,19.06043021550143,0.14505654654110678
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,131.0,12.688577540449518,0.09685937053778258
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,130.2,17.85217073635584,0.13711344651578988
NEW_BURO_DAYS_CREDIT_MIN_DAYS_DAYS_REGISTRATION_DIFF,128.6,20.378910667648555,0.15846742354314583
