feature,importance_MEAN,importance_VAR
EXT_SOURCE_2,792.6,2021.8000000000002
EXT_SOURCE_3,790.2,1072.2000000000005
EXT_SOURCE_1,756.2,2730.7000000000016
NEW_CREDIT_TO_ANNUITY_RATIO,734.0,18183.5
DAYS_BIRTH,527.6,4425.8
AMT_ANNUITY,434.0,1182.5
NEW_CREDIT_TO_GOODS_RATIO,355.2,507.69999999999993
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,298.4,467.2999999999998
DAYS_EMPLOYED,259.6,684.8000000000002
DAYS_ID_PUBLISH,257.6,1171.3000000000004
PREV_DAYS_TERMINATION_MAX,240.4,603.3000000000001
REGION_POPULATION_RELATIVE,233.4,1435.3000000000002
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,223.6,375.79999999999995
DAYS_REGISTRATION,219.4,2585.8
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,215.0,586.0000000000001
AMT_GOODS_PRICE,209.6,577.3
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,205.0,433.4999999999999
AMT_CREDIT,196.8,437.20000000000005
PREV_CNT_PAYMENT_MEAN,196.0,360.0000000000001
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,194.6,1042.3000000000002
OWN_CAR_AGE,187.2,135.19999999999993
CODE_GENDER_M,183.6,103.30000000000003
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,182.8,1628.7000000000003
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,177.4,725.8000000000001
CLOSED_DAYS_CREDIT_UPDATE_MAX,175.0,250.0
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,169.2,751.6999999999998
ACTIVE_AMT_CREDIT_SUM_SUM,164.4,580.3000000000001
DAYS_LAST_PHONE_CHANGE,161.6,1062.8
ACTIVE_DAYS_CREDIT_MAX,154.4,355.29999999999995
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,147.8,178.70000000000005
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,147.4,449.3
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,146.0,487.5
POS_MONTHS_BALANCE_MEAN,144.4,560.8000000000001
NEW_AGE_DAYS_REGISTRATION,142.0,766.0
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,141.2,176.19999999999987
