feature,importance_MEAN,importance_VAR
EXT_SOURCE_1,1017.2,834.7000000000006
NEW_CREDIT_TO_ANNUITY_RATIO,862.0,5090.5
EXT_SOURCE_2,861.6,2975.2999999999984
EXT_SOURCE_3,784.0,5204.499999999999
DAYS_BIRTH,626.8,3090.7
AMT_ANNUITY,557.4,3176.2999999999993
NEW_CREDIT_TO_GOODS_RATIO,425.2,422.6999999999998
DAYS_EMPLOYED,423.6,327.79999999999984
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MEAN,396.0,1983.5000000000002
DAYS_ID_PUBLISH,346.0,2156.4999999999995
PREV_DAYS_TERMINATION_MAX,328.6,1586.3
OWN_CAR_AGE,280.4,510.80000000000024
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MEAN,264.2,439.20000000000016
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,264.0,473.4999999999999
AMT_GOODS_PRICE,261.0,1365.4999999999998
REGION_POPULATION_RELATIVE,253.6,2207.3
DAYS_LAST_PHONE_CHANGE,248.2,827.2000000000003
AMT_CREDIT,247.8,875.1999999999999
DAYS_REGISTRATION,245.2,1598.7000000000003
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,244.2,9.200000000000006
PREV_NEW_POS_PREV_INSTALMENT_SPEED_MIN,236.0,488.0
CODE_GENDER_M,212.6,131.29999999999995
CLOSED_DAYS_CREDIT_UPDATE_MAX,212.0,1081.5
PREV_NEW_CREDIT_TO_GOODS_RATIO_MEAN,205.0,303.5
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MAX,203.8,398.20000000000016
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MAX,201.4,418.8
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MEAN_MEAN,191.2,660.7
NEW_AGE_DAYS_REGISTRATION,188.0,1276.0000000000002
PREV_INSTAL_PREV_DAYS_ENTRY_PAYMENT_MAX_MAX,184.6,1242.8000000000002
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MAX,179.6,356.3
PREV_CNT_PAYMENT_MEAN,175.8,430.1999999999998
POS_MONTHS_BALANCE_MEAN,167.2,483.20000000000016
APPROVED_AMT_ANNUITY_MEAN,167.0,184.5
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MIN,166.6,2173.3
PREV_NEW_CREDIT_TO_GOODS_RATIO_MAX,163.0,1202.0
CLOSED_DAYS_CREDIT_MAX,154.6,378.8
PREV_DAYS_DECISION_MEAN,154.0,960.5
BURO_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MEAN,153.0,196.99999999999991
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,148.8,1521.6999999999998
APPROVED_AMT_DOWN_PAYMENT_MAX,148.6,676.8000000000002
CLOSED_AMT_CREDIT_SUM_SUM,148.0,112.50000000000004
PREV_NAME_CONTRACT_STATUS_Refused_MEAN,144.8,559.2000000000003
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MAX_MAX,144.0,233.5000000000001
PREV_NEW_DAYS_LAST_DUE_DIFF_MEAN,143.6,1161.3000000000002
ACTIVE_AMT_CREDIT_SUM_MAX,142.6,207.30000000000007
CLOSED_AMT_CREDIT_SUM_MEAN,142.2,1268.2000000000003
ACTIVE_AMT_CREDIT_SUM_MIN,139.8,633.6999999999998
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MEAN,139.0,671.5
ACTIVE_DAYS_CREDIT_MAX,135.8,893.6999999999998
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,135.4,847.8
BURO_AMT_CREDIT_SUM_MIN,133.4,169.29999999999998
PREV_INSTAL_PREV_NEW_PAYMENT_DIFF_MEAN_MEAN,132.4,162.29999999999998
PREV_DAYS_TERMINATION_MEAN,131.2,576.7000000000002
PREV_DAYS_DECISION_MAX,131.2,1106.2
PREV_POS_PREV_MONTHS_BALANCE_SIZE_MAX,130.8,730.6999999999998
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,129.4,142.79999999999998
BURO_DAYS_CREDIT_MEAN,129.2,306.20000000000005
PREV_NAME_YIELD_GROUP_high_MEAN,128.6,851.8000000000001
ACTIVE_AMT_CREDIT_SUM_SUM,128.2,659.2
CLOSED_DAYS_CREDIT_VAR,127.8,395.20000000000005
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,126.0,208.0
APPROVED_DAYS_DECISION_MAX,125.4,807.8
CLOSED_AMT_CREDIT_SUM_MAX,124.4,242.3
LANDAREA_AVG,124.4,1049.3
PREV_NEW_DAYS_FIRST_AND_LAST_DUE_DIFF_MEAN,124.2,387.7
CCNEW_AMT_DRAWINGS_DIFF_W_PAYMENT_CURRENT_MEAN,123.2,84.70000000000002
BURO_AMT_CREDIT_SUM_MEAN,120.6,925.3
BURO_DAYS_CREDIT_VAR,119.8,412.70000000000005
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,119.4,239.29999999999995
PREV_INSTAL_PREV_DAYS_INSTALMENT_MAX_MAX,118.6,431.80000000000007
PREV_AMT_ANNUITY_MEAN,118.4,311.79999999999995
BURO_AMT_CREDIT_SUM_MAX,118.2,186.7
NEW_NUM_DOCS,117.6,49.3
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,117.4,499.29999999999995
PREV_HOUR_APPR_PROCESS_START_MEAN,117.4,1134.2999999999997
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,115.6,769.3
NAME_FAMILY_STATUS_Married,115.0,60.000000000000014
ACTIVE_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MEAN,114.8,165.7
PREV_INSTAL_PREV_AMT_PAYMENT_MEAN_MEAN,114.4,935.8
APPROVED_AMT_ANNUITY_MAX,114.2,584.7
ACTIVE_NEW_BURO_AMT_CREDIT_SUM_DEBT_AMT_CREDIT_SUM_RATIO_MIN,113.8,225.7
BURO_DAYS_CREDIT_MAX,113.8,436.70000000000005
AMT_INCOME_TOTAL,113.6,151.3
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MIN,113.0,311.5
PREV_NEW_CREDIT_SELLERPLACE_RATE_MAX,112.8,515.7
CCCNT_DRAWINGS_ATM_CURRENT_MEAN,112.2,81.19999999999999
CLOSED_AMT_CREDIT_SUM_MIN,112.0,1193.0
CCCNT_DRAWINGS_CURRENT_VAR,111.6,236.30000000000004
PREV_INSTAL_PREV_NEW_DAYS_PAYMENT_DIFF_MIN_MAX,111.4,274.3
PREV_NEW_CREDIT_TO_ANNUITY_RATIO_MEAN,111.4,416.29999999999995
BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,110.8,232.69999999999996
POS_NAME_CONTRACT_STATUS_Active_MEAN,110.2,300.2
PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,109.4,272.79999999999995
PREV_SELLERPLACE_AREA_MEAN,109.4,1505.3
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_VAR,109.0,247.00000000000006
PREV_NEW_APP_CREDIT_PERC_MEAN,108.8,632.2
TOTALAREA_MODE,108.2,642.7
PREV_NAME_YIELD_GROUP_low_action_MEAN,108.0,126.5
NEW_INC_PER_CHLD,107.6,692.3000000000001
APPROVED_NEW_CREDIT_TO_GOODS_RATIO_MEAN,107.2,265.70000000000005
BURO_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_VAR,106.6,830.3000000000001
BURO_AMT_CREDIT_MAX_OVERDUE_MAX,106.2,286.7
PREV_INSTAL_PREV_NEW_PAYMENT_PERC_MEAN_MEAN,106.2,654.6999999999999
BASEMENTAREA_AVG,105.4,809.3
ACTIVE_AMT_CREDIT_SUM_MEAN,104.4,342.79999999999995
PREV_AMT_DOWN_PAYMENT_MAX,104.0,300.5
BURO_DAYS_CREDIT_ENDDATE_MEAN,103.2,128.2
APPROVED_SELLERPLACE_AREA_MAX,101.2,664.7
PREV_AMT_DOWN_PAYMENT_MEAN,101.2,625.7
REGION_RATING_CLIENT_W_CITY,101.0,205.0
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_DIFF_MIN,100.6,218.80000000000004
NEW_DEF/OBS_30,100.2,367.20000000000005
APPROVED_DAYS_DECISION_MIN,99.6,98.30000000000001
ACTIVE_DAYS_CREDIT_UPDATE_MAX,98.0,513.0
PREV_DAYS_DECISION_MIN,97.8,317.2
ACTIVE_DAYS_CREDIT_UPDATE_MEAN,97.6,677.8000000000001
BURO_AMT_CREDIT_SUM_SUM,97.4,377.29999999999995
ACTIVE_AMT_CREDIT_MAX_OVERDUE_MAX,97.0,160.00000000000003
ACTIVE_DAYS_CREDIT_UPDATE_MIN,96.4,697.3
CLOSED_NEW_BURO_DAYS_CREDIT_UPDATE_DAYS_CREDIT_ENDDATE_DIFF_MEAN,96.0,375.0
